"Effective February 15, 2022 - freight prepaid is $600",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Part number, Size , February 15 2022 List ,Trade Net,Less than $600 Order,$600 or more order,Bulk Net Each, Bulk/ Pcs per pkg ,UPC Number 722170,,,,,
,,,,,,,,,,,,,
BITS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAG357 NAIL BOMBER MOLYBDENUM COATED,,,,,,,,,,,,,
HEAVY DUTY SHIP AUGER BITS,,,,,,,,,,,,,
"8"" OAL x 5"" Twist Length",,,,,,,,,,,,,
800.120B," 12"" Blade ", $12.38 , $10.53 , $5.57 , $5.02 ,,,80003,,,,,
800.180B," 18"" Blade ", $16.51 , $14.04 , $7.43 , $6.69 ,,,80004,,,,,
,,,,,,,,,,,,,
MAG 801- TUBE CUTTER WHEELS,,,,,,,,,,,,,
801.258PW, plastic wheel  , $7.33 , $6.23 , $3.30 , $2.97 ,,,80118,,,,,
801.0816ACW, Spare Cutting Wheel for Auto Tube Cutter , $7.81 , $6.64 , $3.51 , $3.16 ,,,80120,,,,,
,,,,,,,,,,,,,
MAG 801- TUBE CUTTER WHEELS,,,,,,,,,,,,,
801.114SW,stainless wheel, $13.95 , $11.85 , $6.28 , $5.65 ,,,80111,,,,,
801.112SW,stainless wheel, $15.51 , $13.18 , $6.98 , $6.28 ,,,80113,,,,,
801.158SW,stainless wheel, $15.51 , $13.18 , $6.98 , $6.28 ,,,80115,,,,,
801.258SW,stainless wheel, $15.51 , $13.18 , $6.98 , $6.28 ,,,80117,,,,,
,,,,,,,,,,,,,
MAG 801- TUBE CUTTER WHEELS,,,,,,,,,,,,,
801.114CW, copper wheel , $4.07 , $3.46 , $1.83 , $1.65 ,,,80110,,,,,
801.112CW, copper wheel , $5.25 , $4.46 , $2.36 , $2.13 ,,,80112,,,,,
801.158CW, copper wheel , $5.25 , $4.46 , $2.36 , $2.13 ,,,80114,,,,,
801.258CW, copper wheel , $5.25 , $4.46 , $2.36 , $2.13 ,,,80116,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
HOLE SAWS/HOLE CUTTERS,,,,,,,,,,,,,
624  Bi Metal Hole Saws,,,,,,,,,,,,,
"Bi-Metal Vari-Pitch 4/6 TPI, 1-3/4"" Depth",,,,,,,,Qty/Pk = 1,,,,,
624.0916,"9/16""", $8.72 , $7.42 , $3.93 , $3.53 ,,,62401,,,,,
624.1016,"5/8""", $8.72 , $7.42 , $3.93 , $3.53 ,,,62402,,,,,
624.1116,"11/16""", $8.72 , $7.42 , $3.93 , $3.53 ,,,62403,,,,,
624.1216,"3/4""", $8.88 , $7.55 , $4.00 , $3.60 ,,,62404,,,,,
624.1316,"13/16""", $8.88 , $7.55 , $4.00 , $3.60 ,,,62405,,,,,
624.1416,"7/8""", $9.19 , $7.81 , $4.13 , $3.72 ,,,62406,,,,,
624.1516,"15/16""", $9.19 , $7.81 , $4.13 , $3.72 ,,,62407,,,,,
624.1616,"1""", $9.19 , $7.81 , $4.13 , $3.72 ,,,62408,,,,,
624.1716,"1-1/16""", $9.19 , $7.81 , $4.13 , $3.72 ,,,62409,,,,,
624.1816,"1-1/8""", $9.34 , $7.94 , $4.20 , $3.78 ,,,62410,,,,,
624.1916,"1-3/16""", $9.34 , $7.94 , $4.20 , $3.78 ,,,62411,,,,,
624.2016,"1-1/4""", $9.34 , $7.94 , $4.20 , $3.78 ,,,62412,,,,,
624.2116,"5-1/16""", $9.92 , $8.43 , $4.46 , $4.02 ,,,62413,,,,,
624.2216,"1-3/8""", $10.28 , $8.74 , $4.63 , $4.16 ,,,62414,,,,,
624.2316,"1-7/16""", $10.28 , $8.74 , $4.63 , $4.16 ,,,62415,,,,,
624.2416,"1-1/2""", $10.28 , $8.74 , $4.63 , $4.16 ,,,62416,,,,,
624.2516,"1-9/16""", $12.45 , $10.58 , $5.60 , $5.04 ,,,62417,,,,,
624.2616,"1-5/8""", $12.45 , $10.58 , $5.60 , $5.04 ,,,62418,,,,,
624.2716,"1-11/16""", $12.45 , $10.58 , $5.60 , $5.04 ,,,62419,,,,,
624.2816,"1-3/4""", $12.79 , $10.87 , $5.75 , $5.18 ,,,62420,,,,,
624.2916,"1-13/16""", $12.79 , $10.87 , $5.75 , $5.18 ,,,62421,,,,,
624.3016,"1-7/8""", $13.93 , $11.84 , $6.27 , $5.64 ,,,62422,,,,,
624.3216,"2""", $13.93 , $11.84 , $6.27 , $5.64 ,,,62423,,,,,
624.3316,"2-1/16""", $15.14 , $12.87 , $6.81 , $6.13 ,,,62424,,,,,
624.3416,"2-1/8""", $15.14 , $12.87 , $6.81 , $6.13 ,,,62425,,,,,
624.3616,"2-1/4""", $15.14 , $12.87 , $6.81 , $6.13 ,,,62426,,,,,
624.3716,"2-5/16""", $15.14 , $12.87 , $6.81 , $6.13 ,,,62427,,,,,
624.3816,"2-3/8""", $15.14 , $12.87 , $6.81 , $6.13 ,,,62428,,,,,
624.4016,"2-1/2""", $16.51 , $14.03 , $7.43 , $6.69 ,,,62429,,,,,
624.4116,"2-9/16""", $16.51 , $14.03 , $7.43 , $6.69 ,,,62430,,,,,
624.4216,"2-5/8""", $16.51 , $14.03 , $7.43 , $6.69 ,,,62431,,,,,
624.4416,"2-3/4""", $17.79 , $15.12 , $8.01 , $7.21 ,,,62432,,,,,
624.4616,"2-7/8""", $17.88 , $15.19 , $8.04 , $7.24 ,,,62433,,,,,
624.4816,"3""", $17.88 , $15.19 , $8.04 , $7.24 ,,,62434,,,,,
624.5016,"3-1/8""", $17.88 , $15.19 , $8.04 , $7.24 ,,,62435,,,,,
624.5216,"3-1/4""", $17.88 , $15.19 , $8.04 , $7.24 ,,,62436,,,,,
624.5416,"3-3/8""", $17.88 , $15.19 , $8.04 , $7.24 ,,,62437,,,,,
624.5616,"3-1/2""", $17.88 , $15.19 , $8.04 , $7.24 ,,,62438,,,,,
624.5816,"3-5/8""", $21.58 , $18.34 , $9.71 , $8.74 ,,,62439,,,,,
624.6016,"3-3/4""", $23.49 , $19.97 , $10.57 , $9.51 ,,,62440,,,,,
624.6216,"3-7/8""", $25.49 , $21.67 , $11.47 , $10.32 ,,,62441,,,,,
624.6416,"4""", $25.49 , $21.67 , $11.47 , $10.32 ,,,62442,,,,,
624.6616,"4-1/8""", $27.85 , $23.67 , $12.53 , $11.28 ,,,62443,,,,,
624.6816,"4-1/4""", $36.23 , $30.79 , $16.30 , $14.67 ,,,62444,,,,,
624.7016,"4-3/8""", $43.18 , $36.70 , $19.43 , $17.49 ,,,62445,,,,,
624.7216,"4-1/2""", $43.83 , $37.25 , $19.72 , $17.75 ,,,62446,,,,,
624.7616,"4-3/4""", $49.73 , $42.27 , $22.38 , $20.14 ,,,62447,,,,,
624.8016,"5""", $53.11 , $45.15 , $23.90 , $21.51 ,,,62448,,,,,
624.8416,"5-1/4""", $60.44 , $51.37 , $27.20 , $24.48 ,,,62452,,,,,
624.8816,"5-1/2""", $61.96 , $52.66 , $27.88 , $25.09 ,,,62449,,,,,
624.9216,"5-3/4""", $75.24 , $63.96 , $33.86 , $30.47 ,,,62450,,,,,
624.9616,"6""", $80.09 , $68.08 , $36.04 , $32.44 ,,,62451,,,,,
,,,,,,,,,,,,,
MAG624 Bi-Metal Hole Saw Kits,,,,,,,,,,,,,
624.9108,Electrician's Kit, $129.93 , $110.44 , $58.47 , $52.62 ,,,62465,,,,,
624.9114,Ind'l Maintenance Kit, $157.07 , $133.51 , $70.68 , $63.61 ,,,62464,,,,,
624.9116,Master Electrician, $276.95 , $235.41 , $124.63 , $112.17 ,,,62467,,,,,
624.9308,Plumber's Kit, $114.47 , $97.30 , $51.51 , $46.36 ,,,62466,,,,,
,,,,,,,,,,,,,
MAG 625 Carbide Grit Kits,,,,,,,,,,,,,
625.9108,Electrician's Kit, $190.50 , $161.93 , $85.73 , $77.15 ,,,62565,,,,,
625.9308,Plumber's Kit, $180.95 , $153.81 , $81.43 , $73.29 ,,,62566,,,,,
,,,,,,,,,,,,,
SDS Arbors and Carbide Tipped Pilot Bit,,,,,,,,,,,,,
625.9002,"Fits 1-1/4"" to  4-1/8"" Carbide  Grit Hole Saw", $18.38 , $15.62 , $8.27 , $7.44 ,,,62573,,,,,
625.9005,"Fits 3/4"" to 1-1/8"" Carbide Grit Hole Saw", $10.05 , $8.54 , $4.52 , $4.07 ,,,62572,,,,,
625.9015B,"1/4"" x 3-1/8"" Carbide Tip Pilot Bit", $6.12 , $5.20 , $2.75 , $2.48 ,,,62663,,,,,
,,,,,,,,,,,,,
MAG 625 Carbide Grit Hole Cutter,,,,,,,,,,,,,
" 1-3/8"" Depth",Qty/Pk = 1,,,,,,,,,,,,
625.1216,"3/4""", $16.98 , $14.43 , $7.64 , $6.88 ,,,62504,,,,,
625.1416,"7/8""", $17.87 , $15.19 , $8.04 , $7.24 ,,,62506,,,,,
625.1616,"1""", $18.45 , $15.68 , $8.30 , $7.47 ,,,62508,,,,,
625.1816,"1-1/8""", $19.92 , $16.93 , $8.97 , $8.07 ,,,62510,,,,,
625.2016,"1-1/4""", $20.82 , $17.70 , $9.37 , $8.43 ,,,62512,,,,,
625.2216,"1-3/8""", $22.04 , $18.73 , $9.92 , $8.92 ,,,62514,,,,,
625.2416,"1-1/2""", $23.19 , $19.71 , $10.44 , $9.39 ,,,62516,,,,,
625.2816,"1-3/4""", $23.25 , $19.77 , $10.46 , $9.42 ,,,62520,,,,,
625.3216,"2""", $25.88 , $22.00 , $11.65 , $10.48 ,,,62523,,,,,
625.3416,"2-1/8""", $27.10 , $23.03 , $12.19 , $10.97 ,,,62525,,,,,
625.3616,"2-1/4""", $28.25 , $24.01 , $12.71 , $11.44 ,,,62526,,,,,
625.3816,"2-3/8""", $28.83 , $24.50 , $12.97 , $11.67 ,,,62528,,,,,
625.4016,"2-1/2""", $30.04 , $25.54 , $13.52 , $12.17 ,,,62529,,,,,
625.4816,"3""", $34.21 , $29.08 , $15.39 , $13.85 ,,,62534,,,,,
625.5816,"3-5/8""", $41.06 , $34.90 , $18.48 , $16.63 ,,,62538,,,,,
625.6416,"4""", $44.52 , $37.84 , $20.03 , $18.03 ,,,62542,,,,,
625.6616,"4-1/8""", $48.17 , $40.95 , $21.68 , $19.51 ,,,62543,,,,,
,,,,,,,,,,,,,
MAG 625 Recessed Lighting Hole Saw,,,,,,,,,,,,,
" 1-3/8"" Depth",Qty/Pk = 1,,,,,,,,,,,,
625.0058,"3-5/8""", $79.80 , $67.83 , $35.91 , $32.32 ,,,62580,,,,,
625.0068,"4-1/4""", $87.92 , $74.73 , $39.56 , $35.61 ,,,62581,,,,,
625.0070,"4-3/8""", $96.46 , $81.99 , $43.41 , $39.07 ,,,62582,,,,,
625.0088,"5-1/2""", $110.12 , $93.60 , $49.55 , $44.60 ,,,62583,,,,,
625.0102,"6-3/8""", $123.78 , $105.21 , $55.70 , $50.13 ,,,62584,,,,,
625.0106,"6-5/8""", $131.94 , $112.14 , $59.37 , $53.43 ,,,62585,,,,,
625.0110,"6-7/8""", $142.76 , $121.35 , $64.24 , $57.82 ,,,62586,,,,,
625-DB,Driller's Dust Bowl, $41.20 , $35.02 , $18.54 , $16.69 ,,,62587,,,,,
,,,,,,,,,,,,,
MAG 626 - Tungsten Carbide Tipped Hole Cutters,,,,,,,,,,,,,
"cuts up to 3/16"" depth with 4/16"" reach",,,,,,,,,,,,,
626.1116,"11/16""", $40.53 , $34.45 , $18.24 , $16.41 ,,,62603,,,,,
626.1216,"3/4""", $45.26 , $38.47 , $20.37 , $18.33 ,,,62604,,,,,
626.1416,"7/8""", $45.26 , $38.47 , $20.37 , $18.33 ,,,62606,,,,,
626.1616,"1""", $46.80 , $39.78 , $21.06 , $18.95 ,,,62608,,,,,
626.1816,"1-1/8""", $52.40 , $44.54 , $23.58 , $21.22 ,,,62610,,,,,
626.1916,"1-3/16""", $52.40 , $44.54 , $23.58 , $21.22 ,,,62611,,,,,
626.2016,"1-1/4""", $61.17 , $52.00 , $27.53 , $24.78 ,,,62612,,,,,
626.2116,"1-5/16""", $61.17 , $52.00 , $27.53 , $24.78 ,,,62613,,,,,
626.2216,"1-3/8""", $61.17 , $52.00 , $27.53 , $24.78 ,,,62614,,,,,
626.2316,"1-7/16""", $70.96 , $60.31 , $31.93 , $28.74 ,,,62615,,,,,
626.2416,"1-1/2""", $70.96 , $60.31 , $31.93 , $28.74 ,,,62616,,,,,
626.2816,"1-3/4""", $82.32 , $69.98 , $37.05 , $33.34 ,,,62620,,,,,
626.3216,"2""", $104.86 , $89.13 , $47.19 , $42.47 ,,,62623,,,,,
626.3416,"2-1/8""", $104.85 , $89.13 , $47.18 , $42.47 ,,,62625,,,,,
626.3616,"2-1/4""", $119.13 , $101.26 , $53.61 , $48.25 ,,,62626,,,,,
626.3816,"2-3/8""", $140.59 , $119.50 , $63.27 , $56.94 ,,,62628,,,,,
626.4016,"2-1/2""", $140.59 , $119.50 , $63.26 , $56.94 ,,,62629,,,,,
626.4216,"2-5/8""", $151.45 , $128.73 , $68.15 , $61.34 ,,,62631,,,,,
626.4416,"2-3/4""", $151.45 , $128.73 , $68.15 , $61.34 ,,,62632,,,,,
626.4816,"3""", $163.31 , $138.82 , $73.49 , $66.14 ,,,62634,,,,,
,,,,,,,,,,,,,
626.9015B,"1/4"" x 1-7/8"" HSS Pilot Bit with Spring", $6.12 , $5.20 , $2.75 , $2.48 ,,,62663,,,,,
,,,,,,,,,,,,,
MAG626 Tungsten Carbide Tipped Holesaw Kits,,,,,,,,,,,,,
626.KIT1,3-pc Kit, $161.52 , $137.29 , $72.68 , $65.42 ,,,62662,,,,,
626.KIT2,6-pc Kit, $499.19 , $424.31 , $224.64 , $202.17 ,,,62664,,,,,
,,,,,,,,,,,,,
Arbors,,,,,,,,,,,,,
624.9002,"7/16"" Hex QC", $22.70 , $19.29 , $10.21 , $9.19 ,,,62458,,,,,
624.9004,"3/8"" Hex QC", $19.30 , $16.40 , $8.68 , $7.82 ,,,62459,,,,,
624.9005,"1/4"" Hex", $11.21 , $9.53 , $5.04 , $4.54 ,,,62457,,,,,
624.9007,"3/8"" Hex", $11.61 , $9.87 , $5.23 , $4.70 ,,,62460,,,,,
624.9009,"7/16"" Hex", $21.18 , $18.00 , $9.53 , $8.58 ,,,62471,,,,,
624.9010*,Ejector Spring, $0.57 , $0.48 , $0.25 , $0.23 ,,,62472,,,,,
"   *Priced each, sold in packs of 5",,,,,,,,,,,,,
,,,,,,,,,,,,,
High Speed Steel Pilot Bit,,,,,,,,,,,,,
624.9014B,"4"" -2pk", $3.17 , $2.70 , $1.43 , $1.29 ,,,62461,,,,,
624.9014B-15,"4"" -15 pk", $3.11 , $2.64 , $1.40 , $1.26 ,,,62469,,,,,
624.9014B-35,"4"" -35pk", $2.86 , $2.43 , $1.29 , $1.16 ,,,62470,,,,,
624.9015B,"3"" -2pk", $3.17 , $2.70 , $1.43 , $1.29 ,,,62462,,,,,
624.9015B-15,"3"" -15 pk", $3.11 , $2.64 , $1.40 , $1.26 ,,,62473,,,,,
624.9015B-35,"3"" -35pk", $2.86 , $2.43 , $1.29 , $1.16 ,,,62474,,,,,
624.9080AD,Adapter, $5.13 , $4.36 , $2.31 , $2.08 ,,,62463,,,,,
,,,,,,,,,,,,,
MAG 628 - Carbide Tipped Hole Saws,,,,,,,,,,,,,
"1-3/4"" depth",,,,,,,,Qty/Pk = 1,,,,,
628.1216,"3/4""", $13.80 , $11.73 , $6.21 , $5.59 ,,,62804,,,,,
628.1316,"13/16""", $15.05 , $12.79 , $6.77 , $6.09 ,,,62805,,,,,
628.1416,"7/8""", $15.75 , $13.39 , $7.09 , $6.38 ,,,62806,,,,,
628.1516,"15/16""", $17.31 , $14.71 , $7.79 , $7.01 ,,,62807,,,,,
628.1616,"1""", $18.01 , $15.31 , $8.10 , $7.29 ,,,62808,,,,,
628.1716,"1-1/16""", $19.57 , $16.63 , $8.81 , $7.93 ,,,62809,,,,,
628.1816,"1-1/8""", $20.35 , $17.30 , $9.16 , $8.24 ,,,62810,,,,,
628.1916,"1-3/16""", $21.13 , $17.96 , $9.51 , $8.56 ,,,62811,,,,,
628.2016,"1-1/4""", $23.23 , $19.75 , $10.46 , $9.41 ,,,62812,,,,,
628.2216,"1-3/8""", $25.42 , $21.61 , $11.44 , $10.29 ,,,62813,,,,,
628.2416,"1-1/2""", $26.82 , $22.80 , $12.07 , $10.86 ,,,62815,,,,,
628.2516,"1-9/16""", $27.76 , $23.59 , $12.49 , $11.24 ,,,62816,,,,,
628.2616,"1-5/8""", $28.30 , $24.06 , $12.74 , $11.46 ,,,62817,,,,,
628.2716,"1-11/16""", $28.61 , $24.32 , $12.88 , $11.59 ,,,62818,,,,,
628.2816,"1-3/4""", $29.08 , $24.72 , $13.09 , $11.78 ,,,62819,,,,,
628.3016,"1-7/8""", $29.78 , $25.32 , $13.40 , $12.06 ,,,62821,,,,,
628.3216,"2""", $30.33 , $25.78 , $13.65 , $12.28 ,,,62822,,,,,
628.3316,"2-1/16""", $31.03 , $26.38 , $13.96 , $12.57 ,,,62823,,,,,
628.3416,"2-1/8""", $31.66 , $26.91 , $14.24 , $12.82 ,,,62824,,,,,
628.3616,"2-1/4""", $32.20 , $27.37 , $14.49 , $13.04 ,,,62825,,,,,
628.3816,"2-3/8""", $33.60 , $28.56 , $15.12 , $13.61 ,,,62827,,,,,
628.4016,"2-1/2""", $35.16 , $29.89 , $15.82 , $14.24 ,,,62828,,,,,
628.4216,"2-5/8""", $37.65 , $32.00 , $16.94 , $15.25 ,,,62830,,,,,
628.4416,"2-3/4""", $39.11 , $33.24 , $17.60 , $15.84 ,,,62831,,,,,
628.4616,"2-7/8""", $40.82 , $34.70 , $18.37 , $16.53 ,,,62832,,,,,
628.4816,"3""", $42.28 , $35.94 , $19.03 , $17.12 ,,,62833,,,,,
628.5016,"3-1/8""", $44.68 , $37.98 , $20.11 , $18.10 ,,,62834,,,,,
628.5216,"3-1/4""", $46.23 , $39.29 , $20.80 , $18.72 ,,,62835,,,,,
628.5416,"3-3/8""", $48.63 , $41.33 , $21.88 , $19.69 ,,,62836,,,,,
628.5616,"3-1/2""", $50.86 , $43.23 , $22.89 , $20.60 ,,,62837,,,,,
628.5816,"3-5/8""", $52.49 , $44.62 , $23.62 , $21.26 ,,,62838,,,,,
628.6016,"3-3/4""", $53.95 , $45.85 , $24.28 , $21.85 ,,,62839,,,,,
628.6216,"3-7/8""", $55.66 , $47.31 , $25.05 , $22.54 ,,,62840,,,,,
628.6416,"4""", $57.29 , $48.70 , $25.78 , $23.20 ,,,62841,,,,,
628.6616,"4-1/8""", $58.66 , $49.86 , $26.40 , $23.76 ,,,62842,,,,,
628.6816,"4-1/4""", $63.27 , $53.78 , $28.47 , $25.62 ,,,62843,,,,,
628.7016,"4-3/8""", $65.79 , $55.92 , $29.61 , $26.64 ,,,62844,,,,,
628.7216,"4-1/2""", $68.31 , $58.06 , $30.74 , $27.67 ,,,62845,,,,,
628.7616,"4-3/4""", $71.46 , $60.74 , $32.16 , $28.94 ,,,62846,,,,,
628.8016,"5""", $74.91 , $63.68 , $33.71 , $30.34 ,,,62847,,,,,
628.8416,"5-1/4""", $78.03 , $66.33 , $35.11 , $31.60 ,,,62848,,,,,
628.8816,"5-1/2""", $82.35 , $70.00 , $37.06 , $33.35 ,,,62849,,,,,
628.9216,"5-3/4""", $87.81 , $74.64 , $39.51 , $35.56 ,,,62850,,,,,
628.9616,"6""", $92.88 , $78.95 , $41.80 , $37.62 ,,,62851,,,,,
,,,,,,,,,,,,,
MAG 628 Carbide Tipped Holesaw Kits,,,,,,,,,,,,,
628.9108,Electrician's Kit, $203.35 , $172.85 , $91.51 , $82.36 ,,,62852,,,,,
628.9308,Plumber's Kit, $175.42 , $149.10 , $78.94 , $71.04 ,,,62853,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"MAG 629 - Thin Wall Hole Saws with 1/4"" QC shank",,,,,,,,,,,,,
629.1216,"3/4""", $14.37 , $12.21 , $6.47 , $5.82 ,,,62904,,,,,
629.1416,"7/8""", $15.09 , $12.83 , $6.79 , $6.11 ,,,62906,,,,,
629.1616,"1""", $15.55 , $13.22 , $7.00 , $6.30 ,,,62908,,,,,
629.1816,"1-1/8""", $16.63 , $14.13 , $7.48 , $6.73 ,,,62910,,,,,
629.2016,"1-1/4""", $17.30 , $14.70 , $7.78 , $7.00 ,,,62912,,,,,
629.2216,"1-3/8""", $18.33 , $15.58 , $8.25 , $7.42 ,,,62913,,,,,
629.2416,"1-1/2""", $19.80 , $16.83 , $8.91 , $8.02 ,,,62915,,,,,
629.KIT1,"3-PC KIT (7/8"", 1-1/8"", 1-3/8"")", $48.11 , $40.90 , $21.65 , $19.49 ,,,62962,,,,,
,,,,,,,,,,,,,
TOOLS,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAG303DLX AUGER BIT FILE,,,,,,,,,,,,,
303DLX.FILE, Auger Bit File , $24.57 , $20.88 , $11.05 , $9.95 ,,,30318,,,,,
,,,,,,,,,,,,,
CUTTING FLUID,,,,,,,,,,,,,
901-LUBE*, 2-oz Cutting Fluid , $7.56 , $6.43 , $3.40 , $3.06 ,,,90101,,,,,
* Priced each. Sold only in Counter Display of 12 each,,,,,,,,,,,,,
,,,,,,,,,,,,,
777.GUIDE, Steering Guide for use with Fishbits , $35.52 , $30.19 , $15.98 , $14.39 ,,,77711,,,,,
,,,,,,,,,,,,,
MAG-BIT MAG-MEASURE 25'  Tape,,,,,,,,,,,,,
111.4608N, 25' Measuring Tape , $16.55 , $14.07 , $7.45 , $6.70 ,,,11101,,,,,
"  Priced each, sold 12 per case",,,,,,,,,,,,,
,,,,,,,,,,,,,
"MAG700 Drywall Saw, Heavy Duty",,,,,,,,,,,,,
600.0001,Wooden handle, $8.23 , $6.99 , $3.70 , $3.33 ,,,60002,,,,,
700.0001,Rubber handle, $21.98 , $18.68 , $9.89 , $8.90 ,,,70001,,,,,
,,,,,,,,,,,,,
MAG425 Hack Saws,,,,,,,,,,,,,
425.0001,Heavy Duty with Blade, $30.17 , $25.65 , $13.58 , $12.22 ,,,42506,,,,,
425.0002,Mini Hack Saw, $14.65 , $12.45 , $6.59 , $5.93 ,,,42507,,,,,
,,,,,,,,,,,,,
MAG800 Heavy Duty PVC Saw,,,,,,,,,,,,,
800.120S,"12"" Saw ", $20.64 , $17.54 , $9.29 , $8.36 ,,,80001,,,,,
800.180S,"18"" Saw", $24.77 , $21.05 , $11.15 , $10.03 ,,,80002,,,,,
,,,,,,,,,,,,,
MAG158 Heavy Duty Wratcheting PVC Pipe Cutter,,,,,,,,,,,,,
800.158PC,"Pipe Cutter upto 1-5/8"" dia", $27.11 , $23.04 , $12.20 , $10.98 ,,,80005,,,,,
800.BLADE,Replacement Blade, $12.45 , $10.58 , $5.60 , $5.04 ,,,80006,,,,,
,,,,,,,,,,,,,
MAG 801- Mini Tube Cutter - Copper/EMT,,,,,,,,,,,,,
801.118C,"1/8"" to 1-1/8""", $20.46 , $17.39 , $9.21 , $8.29 ,,,80119,,,,,
,,,,,,,,,,,,,
MAG 801- Tube Cutter - Copper,,,,,,,,,,,,,
801.114C,"1/8"" to 1-1/4""", $22.20 , $18.87 , $9.99 , $8.99 ,,,80101,,,,,
801.112C,"1/4"" to 1-1/2""", $46.25 , $39.31 , $20.81 , $18.73 ,,,80103,,,,,
801.158C,"1/8"" to 1-5/8""", $46.36 , $39.41 , $20.86 , $18.78 ,,,80105,,,,,
801.258C,"1/4"" to 2-5/8""", $79.20 , $67.32 , $35.60 , $32.08 ,,,80107,,,,,
,,,,,,,,,,,,,
MAG801 Mini Auto Tube Cutter - Copper,,,,,,,,,,,,,
801.0816A,"1/2""", $32.37 , $27.52 , $14.57 , $13.11 ,,,80121,,,,,
801.1216A,"3/4""", $33.91 , $28.82 , $15.26 , $13.73 ,,,80122,,,,,
,,,,,,,,,,,,,
MAG815 - STAINLESS STEEL HOSE CLAMP,,,,,,,,,,,,,
815.0004," 7/32""-5/8""                       #4 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81501,,,,,
815.0006," 3/8"" - 7/8""                       #5 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81502,,,,,
815.0008," 7/16"" - 1""                        #8 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81503,,,,,
815.0010," 9/16"" -1-1/16""                #10 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81504,,,,,
815.0012," 1-1/16"" - 1-1/4""             #12 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81505,,,,,
815.0016," 1-3/16"" - 1-1/2""             #16 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81506,,,,,
815.0020," 1-3/16"" - 1-3/4""             #20 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81507,,,,,
815.0024," 1-1/16"" - 2""                   #24 ", $1.30 , $1.10 , $0.58 , $0.53 ,,,81508,,,,,
815.0028," 1-5/16"" - 2-1/4""             #28 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81509,,,,,
815.0032," 1-9/16"" - 2-1/2""             #32 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81510,,,,,
815.0036," 1-13/16"" - 2-3/4""           #36 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81511,,,,,
815.0040," 2-1/16"" - 3""                   #40 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81512,,,,,
815.0044," 2-5/16"" -3-1/4""              #44 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81513,,,,,
815.0048," 2-9/16"" - 3-1/2""             #48 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81514,,,,,
815.0052," 2-13/16"" - 3-3/4""           #52 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81515,,,,,
815.0056," 3-1/16"" - 4""                   #56 ", $1.67 , $1.42 , $0.75 , $0.68 ,,,81516,,,,,
815.0064," 3-9/16"" -4-1/2""              #64 ", $2.48 , $2.11 , $1.12 , $1.01 ,,,81517,,,,,
815.0072," 4-1/8"" - 5""                     #72 ", $2.48 , $2.11 , $1.12 , $1.01 ,,,81518,,,,,
815.0080," 4-5/8"" -5-1/2""                #80 ", $2.48 , $2.11 , $1.12 , $1.01 ,,,81519,,,,,
815.0088," 5-1/8"" - 6""                     #88 ", $2.48 , $2.11 , $1.12 , $1.01 ,,,81520,,,,,
815.0096," 5-5/8"" - 6-1/2""               #96 ", $3.46 , $2.94 , $1.56 , $1.40 ,,,81521,,,,,
815.0104," 6-1/8"" - 7""                    #104 ", $3.46 , $2.94 , $1.56 , $1.40 ,,,81522,,,,,
"  **Priced each, sold in set of 10",,,,,,,,,,,,,
,,,,,,,,,,,,,
Cable Ties  (sold in full bag quantities),,,,,,,pcs/bag,,,,,,
111-N04018," 4"" X 18# CABLE TIE - UV Neutral ", $3.18 , $2.71 , $1.43 , $1.29 ,,100,49009,,,,,
111-N05040," 5"" X 40# CABLE TIE - UV Neutral ", $6.34 , $5.39 , $2.85 , $2.57 ,,100,49010,,,,,
111-N08040," 8"" X 40# CABLE TIE - UV Neutral ", $6.93 , $5.89 , $3.12 , $2.81 ,,100,49011,,,,,
111-N11050," 11"" X 50# CABLE TIE - UV Neutral ", $10.38 , $8.83 , $4.67 , $4.21 ,,100,49012,,,,,
111-N14050," 14"" X 50# CABLE TIE - UV Neutral ", $12.12 , $10.30 , $5.45 , $4.91 ,,100,49013,,,,,
111-N18120," 18"" X 120# CABLE TIE - UV Neutral ", $25.97 , $22.07 , $11.68 , $10.52 ,,50,49014,,,,,
111-N24175," 24"" X 175# CABLE TIE - UV Neutral ", $34.63 , $29.43 , $15.58 , $14.02 ,,50,49015,,,,,
