,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date: 05/13/22,,,,,CUSTOMER PRICE BOOK,,,,,,,,,,,,,,,
M & M ELECTRICAL SUPPLY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Item Category Code,Item No.,,UPC Code,Description,,Price/E,List Price/E,Item Multipl. Group,,,Master Qty,Inner Qty,,,,,,,,
COND-HDG,FDC22MHDG,,751338018242,"3/4"" DOUBLE GANG FDC BOX DUAL HUB HDG-10PK",,56.3276,140.8191,FSCBX,,,10,0,,,,,,,,
COND-HDG,FDC23MHDG,,751338018259,"1"" DOUBLE GANG FDC BOX DUAL HUB HDG-10PK",,60.1483,150.3707,FSCBX,,,10,0,,,,,,,,
COND-HDG,FDC2MHDG,,751338018174,"3/4"" FDC BOX DUAL HUB HDG-10PK",,34.1421,85.3553,FSCBX,,,10,0,,,,,,,,
COND-HDG,FDC3MHDG,,751338018198,"1"" FDC BOX DUAL HUB HDG-10PK",,35.2381,88.0952,FSCBX,,,10,0,,,,,,,,
FLXC-NLN,FLEXLTF11,,751338303805,LT CORD GRIP-FLEX 25/100-PK,,2.9366,7.9368,LTF,,,100,25,,,,,,,,
FLXC-NLN,FLEXLTF13,,751338303904,LT CORD GRIP-FLEX 25/100-PK,,3.0999,8.3780,LTF,,,100,25,,,,,,,,
FLXC-NLN,FLEXLTF21,,751338304109,LT CORD GRIP-FLEX 10/100-PK,,5.9819,16.1674,LTF,,,100,10,,,,,,,,
FLXC-NLN,FLEXLTF34,,751338303409,LT CORD GRIP-FLEX 10/100-PK,,6.1955,16.7445,LTF,,,100,10,,,,,,,,
FLXC-NLN,FLEXLTF7,,751338303607,LT CORD GRIP-FLEX 25/100-PK,,2.5015,6.7608,LTF,,,100,25,,,,,,,,
FLXC-NLN,FLEXLTF9,,751338303706,LT CORD GRIP-FLEX 25/100-PK,,2.6376,7.1287,LTF,,,100,25,,,,,,,,
COND-HDG,FS1MHDG,,751338017993,"1/2"" FS SINGLE HUB HDG 10-PK",,23.4565,58.6413,FSCBX,,,10,0,,,,,,,,
COND-HDG,FS2MHDG,,751338018006,"3/4"" FS SINGLE HUB HDG 10-PK",,25.3330,63.3326,FSCBX,,,10,0,,,,,,,,
COND-HDG,FS3MHDG,,751338018044,"1"" FS SINGLE HUB HDG 10-PK",,23.0720,57.6801,FSCBX,,,10,0,,,,,,,,
COND-BODY,FSBCM,,751338175570,FS FDC BLANK COVER MALLEABLE 25-PK,,11.8478,29.6196,FSCV,,,25,25,,,,,,,,
COND-HDG,FSBCMHDG,,751338029149,FS FDC BLANK COVER MALL HDG 25-PK,,12.6398,31.5996,FSCV,,,25,0,,,,,,,,
COND-BODY,FSBCS,,751338175600,FS FDC BLANK COVER STEEL 25-PK,,1.2814,3.2034,FSCV,,,25,25,,,,,,,,
COND-HDG,FSBCSHDG,,751338029170,FS FDC BLANK COVER STEEL HDG 25-PK,,1.3670,3.4174,FSCV,,,25,0,,,,,,,,
COND-HDG,FSC1MHDG,,751338018266,"1/2"" FSC BOX DUAL HUB HDG - 10PK",,29.2331,73.0828,FSCBX,,,10,0,,,,,,,,
COND-HDG,FSC21MHDG,,751338018204," 1/2"" DOUBLE GANG FSC BOX DUAL HUB HDG - 10PK",,50.2009,125.5023,FSCBX,,,10,0,,,,,,,,
COND-HDG,FSC22MHDG,,751338018211,"3/4"" DOUBLE GANG FSC BOX DUAL HUB HDG - 10PK",,50.2009,125.5023,FSCBX,,,10,0,,,,,,,,
COND-HDG,FSC23MHDG,,751338018280,"1"" DOUBLE GANG FSC BOX DUAL HUB HDG - 10PK",,51.7992,129.4980,FSCBX,,,10,0,,,,,,,,
COND-HDG,FSC2MHDG,,751338018136,"3/4"" FSC BOX DUAL HUB HDG - 10PK",,29.2331,73.0828,FSCBX,,,10,0,,,,,,,,
COND-HDG,FSC3MHDG,,751338018143,"1"" FSC BOX DUAL HUB HDG - 10PK",,31.0749,77.6873,FSCBX,,,10,0,,,,,,,,
COND-BODY,FSDRM,,751338175594,FS FDC DUPLEX RECEPTABLE COVER MALL 25PK,,11.6126,29.0314,FSCV,,,25,25,,,,,,,,
COND-HDG,FSDRMHDG,,751338029187,FS FDC DUPLEX RECEPTABLE COVER MALL HDG 25PK,,12.3888,30.9721,FSCV,,,25,0,,,,,,,,
COND-BODY,FSDRS,,751338175624,FS FDC DUPLEX RECEPTACLE COVER STL- 25PK,,1.1931,2.9827,FSCV,,,25,25,,,,,,,,
COND-HDG,FSDRSHDG,,751338029194,FS FDC DUPLEX RECEPTACLE COVER STL- 25PK,,1.2728,3.1820,FSCV,,,25,0,,,,,,,,
COND-BODY,FSFDCG,,751338175648,FS FDC BOX COVER GASKET 25PK,,1.7759,4.4398,FSCV,,,25,25,,,,,,,,
COND-BODY,FSGFIS,,751338175631,FS FDC GFI COVER STEEL 25PK,,1.2408,3.1019,FSCV,,,25,25,,,,,,,,
COND-HDG,FSGFISHDG,,751338029224,FS FDC GFI COVER STEEL HDG 25PK,,1.3237,3.3092,FSCV,,,25,0,,,,,,,,
COND-BODY,FSGSM,,751338175587,FS FDC GUARDED SQ SWITCH COVER MALL 25PK,,13.4779,33.6948,FSCV,,,25,25,,,,,,,,
COND-HDG,FSGSMHDG,,751338029248,FS FDC GUARDED SQ SWITCH COVER MALL HDG 25PK,,14.3788,35.9470,FSCV,,,25,0,,,,,,,,
COND-BODY,FSGSS,,751338175617,FS FDC UNGUARDED SWITCH COVER STEEL 25PK,,1.2894,3.2235,FSCV,,,25,25,,,,,,,,
COND-HDG,FSGSSHDG,,751338029286,FS FDC UNGUARDED SWITCH COVER STEEL HDG 25PK,,1.3756,3.4391,FSCV,,,25,0,,,,,,,,
STL BX-CV,G2450,,751338872639,"4"" OCT BOX NM CLAMP 1-1/2"" DP 1/2""KO-50PK",,1.7076,4.5536,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G2451,,751338010109,"4"" OCT BOX 1-1/2"" DP- MC CLAMPS-50 PK",,3.1988,8.5302,STLBOX,,,50,0,,,,,,,,
STL BX-CV,G2453,,751338017450,"4"" OCT BOX 1-1/2"" DP- NM CLAMPS-EARS-50 PK",,3.0946,8.2523,STLBOX,,,50,0,,,,,,,,
STL BX-CV,G3450,,751338872622,"4"" OCT BOX W/FL BRKT 1-1/2""DP 1/2 & 3/4""MKO-50PK",,2.3014,6.1370,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G3451,,751338872660,"4"" OCT BOX MC CLAMP- ADJ BAR HGR 1-1/2"" DP 50-PK",,4.3456,11.5883,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G3452,,751338872769,"4"" OCT BOX NM CLAMP- ADJ BAR HGR 1-1/2"" DP 50-PK",,3.4710,9.2560,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G3453,,751338872776,"4"" OCT BOX  1/2” KO - ADJ BAR HGR 1-1/2"" DP 50-PK",,4.4549,11.8797,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G3454,,751338017467,"4"" OCT BOX 1-1/2"" DP -J WOOD BRKT, NM CLAMP-30 PK",,3.6531,9.7415,STLBOX,,,30,0,,,,,,,,
STL BX-CV,G3455,,751338010116,"4"" OCT BOX 1-1/2"" DP MC CLAMP W/ FL BRACKET-50PK",,4.5255,12.0679,STLBOX,,,50,0,,,,,,,,
STL BX-CV,G3456,,751338017474,"4"" OCT BOX 1-1/2"" DP- J WOOD BRKT, MC CLAMP-30 PK",,3.8729,10.3277,STLBOX,,,30,0,,,,,,,,
STL BX-CV,G4451,,751338867109,"4"" OCT BOX STL 1-1/2"" DP 1/2"" KO-50PK",,1.1337,3.8830,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4452,,751338867116,"4"" OCT BOX STL 1-1/2"" DP 3/4"" KO-50PK",,1.1779,4.5055,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4453,,751338867123,"4"" OCT BOX STL 1-1/2"" DP 1/2"" & 3/4"" KO-50PK",,1.1149,3.4359,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4454,,751338867130,"4"" OCT BOX STL GSB 1/2"" & 3/4"" KO-50PK",,1.2367,4.5055,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4455,,751338867147,"4"" OCT BOX STL GSB 1/2"" & 3/4"" ECC 4SD KO-50PK",,1.4342,5.0820,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4456,,751338867178,"4"" OCT BOX STL GSB 2-1/8"" DP 1/2"" KO-50PK",,1.9493,7.4202,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4457,,751338867185,"4"" OCT BOX STL 2-1/8"" DP 1/2""&3/4"" KO-50PK",,2.3783,8.5460,STLBOX,,,50,1,,,,,,,,
STL BX-CV,G4458,,751338867192,"4"" OCT BOX STL 1/2"" & 3/4"" CON 2SD KO-50PK",,2.5339,9.6528,STLBOX,,,50,1,,,,,,,,
STL BX-CV,GBADR3,,751338030152,"3 GANG ADJ DP DEVICE RING 3/4""-1-1/2"" RAISED-25PK",,23.3985,62.3961,STLCOV,,,25,0,,,,,,,,
STL BX-CV,GBADR4,,751338030176,"4 GANG ADJ DP DEVICE RING 3/4""-1-1/2"" RAISED-5PK",,52.5036,140.0096,STLCOV,,,5,0,,,,,,,,
STL BX-CV,GBADR5,,751338030190,"5 GANG ADJ DP DEVICE RING 3/4""-1-1/2"" RAISED-5PK",,60.9264,162.4703,STLCOV,,,5,0,,,,,,,,
STL BX-CV,GBADR6,,751338030206,"6 GANG ADJ DP DEVICE RING 3/4""-1-1/2"" RAISED-5PK",,90.0215,240.0573,STLCOV,,,5,0,,,,,,,,
STL BX-CV,GBBLK2,,751338030572,2 GANG BLANK MULTI BOX COVER-10PK,,8.2028,21.8741,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBBLK3,,751338030626,3 GANG BLANK MULTI BOX COVER-10PK ,,11.0419,29.4450,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBBLK4,,751338029040,4 GANG BLANK MULTI BOX COVER-10PK,,16.8351,44.8937,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBBLK5,,751338030633,5 GANG BLANK MULTI BOX COVER-10PK,,21.0751,56.2003,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBBLK6,,751338030657,6 GANG BLANK MULTI BOX COVER-10PK,,28.8305,76.8812,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDC12,,751338030213,"2 GANG MULTI DEVICE RING 1/2"" RAISED-20PK",,11.7753,31.4008,STLCOV,,,20,0,,,,,,,,
STL BX-CV,GBDC13,,751338030251,"3 GANG MULTI DEVICE RING 1/2"" RAISED-20PK",,7.0644,18.8384,STLCOV,,,20,0,,,,,,,,
STL BX-CV,GBDC14,,751338030268,"4 GANG MULTI DEVICE RING 1/2"" RAISED-10PK ",,8.9457,23.8552,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDC15,,751338030275,"5 GANG MULTI DEVICE RING 1/2"" RAISED-10PK",,16.9721,45.2588,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDC16,,751338030282,"6 GANG MULTI DEVICE RING 1/2"" RAISED-5PK",,27.1642,72.4379,STLCOV,,,5,0,,,,,,,,
STL BX-CV,GBDC22,,751338030299,"2 GANG MULTI DEVICE RING 3/4"" RAISED-20PK ",,8.8544,23.6116,STLCOV,,,20,0,,,,,,,,
STL BX-CV,GBDC23,,751338030305,"3 GANG MULTI DEVICE RING 3/4"" RAISED-20PK",,6.9990,18.6639,STLCOV,,,20,0,,,,,,,,
STL BX-CV,GBDC24,,751338030312,"4 GANG MULTI DEVICE RING 3/4"" RAISED-10PK",,8.5904,22.9076,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDC25,,751338030336,"5 GANG MULTI DEVICE RING 3/4"" RAISED-10PK ",,16.9825,45.2866,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDC26,,751338030343,"6 GANG MULTI DEVICE RING 3/4"" RAISED-10PK",,25.4658,67.9088,STLCOV,,,5,0,,,,,,,,
STL BX-CV,GBDUP2,,751338030350,2 GANG DUPLEX MULTI BOX COVER-10PK,,11.5760,30.8693,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDUP3,,751338030367,3 GANG DUPLEX MULTI BOX COVER-10PK,,13.0003,34.6675,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDUP4,,751338030374,4 GANG DUPLEX MULTI BOX COVER-10PK,,18.2620,48.6986,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDUP5,,751338030411,5 GANG DUPLEX MULTI BOX COVER-10PK,,21.9047,58.4125,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBDUP6,,751338030428,6 GANG DUPLEX MULTI BOX COVER-10PK,,26.2996,70.1323,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBGFI2,,751338030503,2 GANG GFCI MULTI BOX COVER-10PK,,9.5535,25.4760,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBGFI3,,751338030565,3 GANG GFCI MULTI BOX COVER-10PK,,10.5977,28.2604,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBGFI4,,751338030596,4 GANG GFCI MULTI BOX COVER-10PK,,13.0352,34.7606,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBGFI5,,751338030640,5 GANG GFCI MULTI BOX COVER-10PK ,,16.7967,44.7911,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBGFI6,,751338030664,6 GANG GFCI MULTI BOX COVER-10PK,,19.1001,50.9337,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBTGL2,,751338030435,2 GANG TOGGLE MULTI BOX COVER-10PK,,9.5535,25.4760,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBTGL3,,751338030442,3 GANG TOGGLE MULTI BOX COVER-10PK,,9.9948,26.6529,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBTGL4,,751338030459,4 GANG TOGGLE MULTI BOX COVER-10PK,,13.6501,36.4003,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBTGL5,,751338030480,5 GANG TOGGLE MULTI BOX COVER-10PK,,17.5890,46.9040,STLCOV,,,10,0,,,,,,,,
STL BX-CV,GBTGL6,,751338030497,6 GANG TOGGLE MULTI BOX COVER-10PK,,25.0464,66.7905,STLCOV,,,10,0,,,,,,,,
GROUNDING,GC99,,751338207707,BOX GROUND CLIP  100-PK,,0.1378,0.3724,GCLAMPS,,,1000,100,,,,,,,,
GROUNDING,GR8C,,751338869042,"5/8""X8' COPPER GRND ROD 10-PK -NON UL-",,14.4265,38.9905,GRD,,,10,1,,,,,,,,
STL BX-CV,H4450,,751338871472,"4""X2"" RECT BX STL GSB 1-7/8"" DP 1/2"" KO-50PK",,1.4586,5.2657,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4451,,751338867031,"4""X2"" RECT BX STL.1-7/8"" DP 1/2"" KO-50PK",,1.0063,3.5107,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4452,,751338867048,"4""X2"" RECT BX STL 1-7/8"" DP 1/2 & 3/4"" KO-50PK",,1.1760,4.1031,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4453,,751338867055,"4""X2"" RECT BX STL.GSB 1-7/8"" DP 3/4"" KO-50PK",,1.3330,4.8871,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4454,,751338867062,"4""X2"" RECT BX STL.1-7/8"" DP 3/4""KO-50PK",,1.4267,5.2312,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4455,,751338867079,"4""X2"" RECT BX STL.1/2"" & 3/4"" CONC 2-SD KO-50PK",,1.5497,5.6822,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4456,,751338867086,"4""X2"" RECT BX STL.1/2"" & 3/4"" CONC 4-SD KO-50PK",,1.4362,5.2657,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4457,,751338867093,"4""X2"" RECT BX STL.EXT 1/2""& 3/4"" KO-50PK",,1.6847,6.4818,STLBOX,,,50,1,,,,,,,,
STL BX-CV,H4458,,751338033689,4X2 RECT BX STL 1-7/8DP 1/2&3/4 KO W/GRD SCRW-50PK,,1.9441,5.1842,STLBOX,,,50,0,,,,,,,,
STL BX-CV,H4467,,751338018709,"4""X2"" RECT BX 2-1/8"" DEEP 1/2"" & 3/4""  KO-50PK ",,3.6651,9.7735,STLBOX,,,50,0,,,,,,,,
STL BX-CV,H4468,,751338018716,"4""X2"" RECT BX 2-1/8"" DEEP 1/2"" KO-50PK",,2.7301,7.2802,STLBOX,,,50,0,,,,,,,,
STL BX-CV,H4469,,751338018723,"4""X2"" RECTR BX 2-1/8"" DEEP 3/4""  KO-50PK",,3.5730,9.5281,STLBOX,,,50,0,,,,,,,,
STL BX-CV,H4470,,751338018747,"4""X2"" RECT BX 1-1/2"" DEEP 1/2 & 3/4"" KO-50PK",,3.3050,8.8133,STLBOX,,,50,0,,,,,,,,
STL BX-CV,H4471,,751338018754,"4""X2"" RECT BOX 1-1/2"" DEEP 1/2"" KO-50PK",,2.6834,7.1557,STLBOX,,,50,0,,,,,,,,
LIQTIGHT,HF11,,751338300309,"1"" TOP-FLEX CONDUIT 100FT-PK",,1.1448,3.0941,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF1112,,751338300507,"1-1/2""TOP-FLEX CONDUIT 50FT-PK",,2.0069,5.4241,LTC,,,50,50,,,,,,,,
LIQTIGHT,HF1114,,751338300408,"1-1/4""TOP-FLEX CONDUIT 100FT",,1.5470,4.1810,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF112,,751338300101,"1/2""TOP-FLEX CONDUIT 100'-PK ",,0.5436,1.4691,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF112R,,751338300156,"1/2"" TOP-FLEX CONDUIT  1000'-REEL",,0.5852,1.5817,LTC,,,1000,1000,,,,,,,,
LIQTIGHT,HF11R,,751338300316,"1"" TOP-FLEX CONDUIT 500 FT. REEL",,1.2316,3.3287,LTC,,,500,500,,,,,,,,
LIQTIGHT,HF12,,751338300606,"2"" TOP-FLEX CONDUIT 50FT-PK",,3.0343,8.2007,LTC,,,50,50,,,,,,,,
LIQTIGHT,HF134,,751338300200,"3/4""TOP-FLEX CONDUIT 100FT-PK",,0.7108,1.9210,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF134B,,751338300217,"3/4"" TOP-FLEX CONDUIT BLACK 100-PK",,0.7826,2.1150,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF134R,,751338300255,"3/4"" TOP-FLEX CONDUIT REELS 800-REEL",,0.7605,2.0555,LTC,,,800,800,,,,,,,,
LIQTIGHT,HF138,,751338300002,"3/8""TOP-FLEX CONDUIT 100FT-PK",,0.4753,1.2847,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF138B,,751338300019,"3/8"" TOP-FLEX CONDUIT BLACK 100-PK",,0.3229,0.8727,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF21,,751338301009,"1"" TOP-FLEX TUBING 100FT-PK",,2.5200,6.8109,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF2112,,751338234154,"1-1/2"" TOP-FLEX TUBING 50FT PK",,4.4699,12.0809,LTC,,,50,50,,,,,,,,
LIQTIGHT,HF2114,,751338234123,"1-1/4"" TOP-FLEX TUBING 100-FT-PK",,2.9774,8.0471,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF212,,751338300804,"1/2"" TOP-FLEX TUBING 100FT-PK",,1.5134,4.0903,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF214,,751338300651,"1/4"" TOP-FLEX TUBING 100FT-PK",,1.0981,2.9679,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF22,,751338234161,"2""TOP-FLEX TUBING 50 FT.",,5.9090,15.9704,LTC,,,50,50,,,,,,,,
LIQTIGHT,HF234,,751338300903,"3/4"" TOP-FLEX TUBING 100'-PK",,1.5839,4.2807,LTC,,,100,100,,,,,,,,
LIQTIGHT,HF238,,751338300705,"3/8"" TOP-FLEX TUBING 100FT-PK",,1.2671,3.4245,LTC,,,100,100,,,,,,,,
GROUNDING,KO50,,751338207806,"1/2"" KNOCKOUT PLUG 100/1000-PK",,0.2479,0.6700,KOP,,,1000,100,,,,,,,,
GROUNDING,KO51,,751338207905,"3/4"" KNOCKOUT PLUG 100/1000-PK",,0.3131,0.8463,KOP,,,1000,100,,,,,,,,
GROUNDING,KO52,,751338208001,"1"" KNOCKOUT PLUG 50/500-PK",,0.5219,1.4105,KOP,,,500,50,,,,,,,,
GROUNDING,KO53,,751338208100,"1-1/4"" KNOCKOUT PLUG 50/500-PK",,0.6523,1.7630,KOP,,,500,50,,,,,,,,
GROUNDING,KO54,,751338208209,"1-1/2"" KNOCKOUT PLUG 50/500-PK",,0.9278,2.5077,KOP,,,500,50,,,,,,,,
GROUNDING,KO55,,751338208308,"2"" KNOCKOUT PLUG 10/100PK",,1.3771,3.7220,KOP,,,100,10,,,,,,,,
COND-BODY,LB1,,751338208407,"1/2"" RIGID ""LB"" 10/100-PK",,3.5632,12.4645,CBA,,,100,10,,,,,,,,
COND-BODY,LB10,,751338209305,"4"" RIGID  ""LB""  1-PK",,103.3767,407.3742,CBA,,,1,1,,,,,,,,
COND-BODY,LB10CG,,751338209312,"4"" RIG.LB W/COV.& GASKET 1PK",,124.4349,477.4789,CBACG,,,1,1,,,,,,,,
COND-BODY,LB10G7,,751338869141,"4"" LB TYPE FM 7 GRAY IRON CB 1-PK",,318.4006,849.0682,F7CB,,,1,1,,,,,,,,
COND-BODY,LB10M,,751338210301,"4"" RIGID MAL LB 1-PK",,194.0904,668.8084,CBM,,,1,1,,,,,,,,
COND-HDG,LB10MHDG,,751338866225,"4"" RIGID LB MALL IRON HDG 1PK",,339.8202,906.1872,CBMH,,,1,1,,,,,,,,
COND-BODY,LB1CG,,751338208414,"1/2"" RIGID LB W/COVER & GASKET 10/100",,4.2116,18.5584,CBACG,,,100,10,,,,,,,,
COND-BODY,LB1G7,,751338869059,"1/2"" LB TYPE FM 7 GRAY IRON CB 10-PK",,10.4843,27.9580,F7CB,,,10,1,,,,,,,,
COND-BODY,LB1M,,751338209404,"1/2"" RIGID MAL LB 10-PK",,6.2591,19.7699,CBM,,,10,10,,,,,,,,
COND-HDG,LB1MHDG,,751338866133,"1/2"" RIGID LB MALL IRON HDG 10PK",,11.8865,31.6974,CBMH,,,10,1,,,,,,,,
COND-BODY,LB1SS,,751338208421,"1/2""EMT & RIGID LB 10/100PK",,3.8117,13.3470,CBCOMBO,,,100,10,,,,,,,,
COND-BODY,LB1SSCG,,751338837683,"1/2"" EMT & RIGID LB W/C&G 10/100-PK",,4.5694,14.6818,CBACOMBOCG,,,100,10,,,,,,,,
COND-BODY,LB2,,751338208506,"3/4"" RIGID  ""LB"" 10/50-PK",,4.2221,16.4165,CBA,,,50,10,,,,,,,,
COND-BODY,LB2CG,,751338208513,"3/4"" RIGID LB W/COVER & GASKET 10/50PK",,5.0540,23.4350,CBACG,,,50,10,,,,,,,,
COND-BODY,LB2G7,,751338869066,"3/4"" LB TYPE FM 7 GRAY IRON CB 10-PK",,13.3540,35.6106,F7CB,,,10,1,,,,,,,,
COND-BODY,LB2M,,751338209503,"3/4"" RIGID MAL LB 10-PK",,7.3845,23.3391,CBM,,,10,10,,,,,,,,
COND-HDG,LB2MHDG,,751338866140,"3/4"" RIGID LB MALL IRON HDG 10PK",,13.9930,37.3147,CBMH,,,10,1,,,,,,,,
COND-BODY,LB2SS,,751338208520,"3/4""EMT & RIGID LB 10/50 PK",,4.5166,17.6526,CBCOMBO,,,50,10,,,,,,,,
COND-BODY,LB2SSCG,,751338837690,"3/4"" EMT & RIGID LB W/C&G 10/50-PK",,5.4200,19.4178,CBACOMBOCG,,,50,10,,,,,,,,
COND-BODY,LB3,,751338208605,"1"" RIGID  ""LB""  5/25-PK",,5.7110,23.7128,CBA,,,25,5,,,,,,,,
COND-BODY,LB3CG,,751338208612,"1"" RIGID LB W/COVER & GASKET 5/25PK.",,6.8531,34.3225,CBACG,,,25,5,,,,,,,,
COND-BODY,LB3G7,,751338869073,"1"" LB TYPE FM 7 GRAY IRON CB 5-PK",,19.0935,50.9161,F7CB,,,5,1,,,,,,,,
COND-BODY,LB3M,,751338209602,"1"" RIGID MAL LB 5-PK",,11.0768,34.7596,CBM,,,5,5,,,,,,,,
COND-HDG,LB3MHDG,,751338866157,"1"" RIGID LB MALL IRON HDG 5PK",,20.0748,53.5327,CBMH,,,5,1,,,,,,,,
COND-BODY,LB3SS,,751338208629,"1"" EMT & RIGID LB 5/25-PK",,6.1092,25.4023,CBCOMBO,,,25,5,,,,,,,,
COND-BODY,LB3SSCG,,751338837706,"1"" EMT & RIGID LB W/CG",,7.3310,27.9427,CBACOMBOCG,,,25,5,,,,,,,,
COND-BODY,LB4,,751338208704,"1-1/4"" RIGID ""LB"" 2/10-PK",,11.4703,41.0416,CBA,,,10,2,,,,,,,,
COND-BODY,LB4CG,,751338208711,"1-1/4""RID LB W/COVER & GASKET 2/10-PK",,13.7453,52.6764,CBACG,,,10,2,,,,,,,,
COND-BODY,LB4G7,,751338869080,"1-1/4"" LB TYPE FM 7 GRAY IRON CB 10-PK",,31.5292,84.0778,F7CB,,,10,1,,,,,,,,
COND-BODY,LB4M,,751338209701,"1-1/4"" RIGID MAL LB 5-PK",,18.9892,60.2132,CBM,,,5,1,,,,,,,,
COND-HDG,LB4MHDG,,751338866164,"1-1/4"" RIGID LB MALL IRON HDG 5PK",,32.5184,86.7158,CBMH,,,5,1,,,,,,,,
COND-BODY,LB4SS,,751338208728,"1-1/4"" EMT & RIGID LB 2/10PK",,12.2704,43.9158,CBCOMBO,,,10,2,,,,,,,,
COND-BODY,LB4SSCG,,751338837713,"1-1/4"" EMT & RIGID LB W/CG",,14.7245,48.3075,CBACOMBOCG,,,10,2,,,,,,,,
COND-BODY,LB5,,751338208803,"1-1/2"" RIGID ""LB"" 2/10-PK",,12.9347,51.6819,CBA,,,10,2,,,,,,,,
COND-BODY,LB5CG,,751338208810,"1-1/2"" RIG.LB W/COV.& GASKET 2/10-PK",,15.5831,67.8750,CBACG,,,10,2,,,,,,,,
COND-BODY,LB5G7,,751338869097,"1-1/2"" LB TYPE FM 7 GRAY IRON CB 10-PK",,40.1385,107.0359,F7CB,,,10,1,,,,,,,,
COND-BODY,LB5M,,751338209800,"1-1/2"" RIGID MAL LB 10-PK",,24.9673,78.3857,CBM,,,10,1,,,,,,,,
COND-HDG,LB5MHDG,,751338866171,"1-1/2"" RIGID LB MALL IRON HDG 2-PK",,46.1159,122.9756,CBMH,,,2,1,,,,,,,,
COND-BODY,LB5SS,,751338208827,"1-1/2"" EMT & RIGID LB 2/10PK",,13.8367,55.3974,CBCOMBO,,,10,2,,,,,,,,
COND-BODY,LB5SSCG,,751338837720,"1-1/2"" EMT & RIGID LB W/CG 2/10-PK",,16.6039,60.9370,CBACOMBOCG,,,10,2,,,,,,,,
COND-BODY,LB6,,751338208902,"2"" RIGID  ""LB"" 5-PK",,20.1829,85.1229,CBA,,,5,1,,,,,,,,
COND-BODY,LB6CG,,751338208919,"2"" RIGID LB W/COVER & GASKET 1/5PK.",,24.2169,107.4654,CBACG,,,5,1,,,,,,,,
COND-BODY,LB6G7,,751338869103,"2"" LB TYPE FM 7 GRAY IRON CB 5-PK",,65.9663,175.9102,F7CB,,,5,1,,,,,,,,
COND-BODY,LB6M,,751338209909,"2"" RIGID MAL LB  5-PK",,40.7916,131.0002,CBM,,,5,0,,,,,,,,
