Customer:,,,,,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
Account Number:,,,,,,,,,,,,,,,,,,,,,
Agreement Number:,,,,,P51214A,,,,,,,,,,,,,,,,
Effective Date:,,,,,8/1/2022,,,,,,,,,,,,,,,,
x,,,,,Price shown in Column K is the Net Price after SPA discount per each. ,,,,,,,,,,,,,,,,
x,,,,,"Net price calculated using VPG discount off price sheet in effect.  Net prices expire with the cancellation date of the August 1, 2022 price sheet.",,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,
Catalog No.,Stock,Shelf Ctn.,Breakable,UPC #,VPG,VPG % Disc, Net Dist. Price ,Calculated,Rounded SPA Price,Distributor Net Price Per Each,Product Description,,,,,,,,,,
JDL150,S,1,Never,782634803522,BX,65.00%, $262.16 , $91.7560 ,$91.76 ,$91.76 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL15I,N,10,Never,782634990727,BX,65.00%, $44.09 , $15.4315 ,$15.43 ,$15.43 ,TIME DELAY INDICATING,,,,,,,,,,
JDL17.5,S,10,Never,782634630203,BX,65.00%, $42.20 , $14.7700 ,$14.77 ,$14.77 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL175,S,1,Never,782634803539,BX,65.00%, $262.40 , $91.8400 ,$91.84 ,$91.84 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL175I,N,1,Never,782634990895,BX,65.00%, $285.42 , $99.8970 ,$99.90 ,$99.90 ,TIME DELAY INDICATING,,,,,,,,,,
JDL2,S,10,Never,782634808633,BX,65.00%, $38.96 , $13.6360 ,$13.64 ,$13.64 ,CLASS J TIME-DELAY 600V,,,,,,,,,,
JDL2.5,N,10,Never,782634630043,BX,65.00%, $39.94 , $13.9790 ,$13.98 ,$13.98 ,600V CLASS J TIME DELAY,,,,,,,,,,
JDL20,S,10,Never,782634803386,BX,65.00%, $39.72 , $13.9020 ,$13.90 ,$13.90 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL200,S,1,Never,782634803546,BX,65.00%, $257.15 , $90.0025 ,$90.00 ,$90.00 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL200I,N,1,Never,782634990901,BX,65.00%, $285.28 , $99.8480 ,$99.85 ,$99.85 ,TIME DELAY INDICATING,,,,,,,,,,
JDL20I,N,10,Never,782634990741,BX,65.00%, $42.96 , $15.0360 ,$15.04 ,$15.04 ,TIME DELAY INDICATING,,,,,,,,,,
JDL225,S,1,Never,782634803553,BX,65.00%, $536.32 , $187.7120 ,$187.71 ,$187.71 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL225I,N,1,Never,782634990918,BX,65.00%, $560.93 , $196.3255 ,$196.33 ,$196.33 ,TIME DELAY INDICATING,,,,,,,,,,
JDL25,S,10,Never,782634803393,BX,65.00%, $40.19 , $14.0665 ,$14.07 ,$14.07 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL250,S,1,Never,782634803560,BX,65.00%, $525.84 , $184.0440 ,$184.04 ,$184.04 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL250I,N,1,Never,782634990925,BX,65.00%, $560.91 , $196.3185 ,$196.32 ,$196.32 ,TIME DELAY INDICATING,,,,,,,,,,
JDL25I,N,10,Never,782634990758,BX,65.00%, $44.30 , $15.5050 ,$15.51 ,$15.51 ,TIME DELAY INDICATING,,,,,,,,,,
JDL3,S,10,Never,782634803348,BX,65.00%, $39.86 , $13.9510 ,$13.95 ,$13.95 ,UL CLASS J TIME DELAY,,,,,,,,,,
JDL3.5,N,10,Never,782634630050,BX,65.00%, $41.25 , $14.4375 ,$14.44 ,$14.44 ,600V CLASS J TIME DELAY,,,,,,,,,,
JDL30,S,10,Never,782634803409,BX,65.00%, $44.58 , $15.6030 ,$15.60 ,$15.60 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL300,S,1,Never,782634803577,BX,65.00%, $541.21 , $189.4235 ,$189.42 ,$189.42 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL300I,N,1,Never,782634990932,BX,65.00%, $560.91 , $196.3185 ,$196.32 ,$196.32 ,TIME DELAY INDICATING,,,,,,,,,,
JDL30I,N,10,Never,782634990765,BX,65.00%, $48.94 , $17.1290 ,$17.13 ,$17.13 ,TIME DELAY INDICATING,,,,,,,,,,
JDL35,S,10,Never,782634803416,BX,65.00%, $67.76 , $23.7160 ,$23.72 ,$23.72 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL350,S,1,Never,782634803584,BX,65.00%, $541.17 , $189.4095 ,$189.41 ,$189.41 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL350I,N,1,Never,782634990949,BX,65.00%, $560.93 , $196.3255 ,$196.33 ,$196.33 ,TIME DELAY INDICATING,,,,,,,,,,
JDL35I,N,10,Never,782634990772,BX,65.00%, $70.38 , $24.6330 ,$24.63 ,$24.63 ,TIME DELAY INDICATING,,,,,,,,,,
JDL4,S,10,Never,782634249153,BX,65.00%, $42.39 , $14.8365 ,$14.84 ,$14.84 ,UL CLASS J TIME DELAY,,,,,,,,,,
JDL40,S,10,Never,782634803423,BX,65.00%, $66.36 , $23.2260 ,$23.23 ,$23.23 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL400,S,1,Never,782634803591,BX,65.00%, $541.21 , $189.4235 ,$189.42 ,$189.42 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL400I,N,1,Never,782634990956,BX,65.00%, $560.91 , $196.3185 ,$196.32 ,$196.32 ,TIME DELAY INDICATING,,,,,,,,,,
JDL40I,N,10,Never,782634990789,BX,65.00%, $70.42 , $24.6470 ,$24.65 ,$24.65 ,TIME DELAY INDICATING,,,,,,,,,,
JDL45,S,10,Never,782634803430,BX,65.00%, $67.58 , $23.6530 ,$23.65 ,$23.65 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL450,S,1,Never,782634803607,BX,65.00%, $801.22 , $280.4270 ,$280.43 ,$280.43 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL450I,N,1,Never,782634990987,BX,65.00%, $866.01 , $303.1035 ,$303.10 ,$303.10 ,TIME DELAY INDICATING,,,,,,,,,,
JDL45I,N,10,Never,782634990796,BX,65.00%, $70.57 , $24.6995 ,$24.70 ,$24.70 ,TIME DELAY INDICATING,,,,,,,,,,
JDL5,S,10,Never,782634249160,BX,65.00%, $38.69 , $13.5415 ,$13.54 ,$13.54 ,UL CLASS J TIME DELAY,,,,,,,,,,
JDL5.6,N,10,Never,782634630067,BX,65.00%, $41.41 , $14.4935 ,$14.49 ,$14.49 ,600V CLASS J TIME DELAY,,,,,,,,,,
JDL50,S,10,Never,782634803447,BX,65.00%, $65.97 , $23.0895 ,$23.09 ,$23.09 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL500,S,1,Never,782634803614,BX,65.00%, $801.56 , $280.5460 ,$280.55 ,$280.55 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL500I,N,1,Never,782634990963,BX,65.00%, $858.22 , $300.3770 ,$300.38 ,$300.38 ,TIME DELAY INDICATING,,,,,,,,,,
JDL50I,N,10,Never,782634990802,BX,65.00%, $72.77 , $25.4695 ,$25.47 ,$25.47 ,TIME DELAY INDICATING,,,,,,,,,,
JDL6,S,10,Never,782634803355,BX,65.00%, $38.83 , $13.5905 ,$13.59 ,$13.59 ,UL CLASS J TIME DELAY,,,,,,,,,,
JDL60,S,10,Never,782634803454,BX,65.00%, $66.75 , $23.3625 ,$23.36 ,$23.36 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL600,S,1,Never,782634803621,BX,65.00%, $803.92 , $281.3720 ,$281.37 ,$281.37 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL600I,N,1,Never,782634990970,BX,65.00%, $866.00 , $303.1000 ,$303.10 ,$303.10 ,TIME DELAY INDICATING,,,,,,,,,,
JDL60I,N,10,Never,782634990819,BX,65.00%, $70.72 , $24.7520 ,$24.75 ,$24.75 ,TIME DELAY INDICATING,,,,,,,,,,
JDL6I,N,10,Never,782634990673,BX,65.00%, $42.61 , $14.9135 ,$14.91 ,$14.91 ,TIME DELAY INDICATING,,,,,,,,,,
JDL7,N,10,Never,782634630104,BX,65.00%, $40.67 , $14.2345 ,$14.23 ,$14.23 ,600V CLASS J TIME DELAY,,,,,,,,,,
JDL70,S,5,Never,782634803461,BX,65.00%, $128.20 , $44.8700 ,$44.87 ,$44.87 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL70I,N,5,Never,782634990826,BX,65.00%, $162.24 , $56.7840 ,$56.78 ,$56.78 ,TIME DELAY INDICATING,,,,,,,,,,
JDL7I,N,10,Never,782634990680,BX,65.00%, $42.66 , $14.9310 ,$14.93 ,$14.93 ,TIME DELAY INDICATING,,,,,,,,,,
JDL80,S,5,Never,782634803478,BX,65.00%, $128.22 , $44.8770 ,$44.88 ,$44.88 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL8I,N,10,Never,782634990697,BX,65.00%, $42.52 , $14.8820 ,$14.88 ,$14.88 ,TIME DELAY INDICATING,,,,,,,,,,
JDL90,S,5,Never,782634803485,BX,65.00%, $132.44 , $46.3540 ,$46.35 ,$46.35 ,UL CLASS J TIME DELAY 600,,,,,,,,,,
JDL90I,N,5,Never,782634990840,BX,65.00%, $162.69 , $56.9415 ,$56.94 ,$56.94 ,TIME DELAY INDICATING,,,,,,,,,,
JDL9I,N,1,Never,782634990994,BX,65.00%, $40.20 , $14.0700 ,$14.07 ,$14.07 ,TIME DELAY INDICATING,,,,,,,,,,
JFL10,N,10,Never,782634808848,DM,50.00%, $47.11 , $23.5550 ,$23.56 ,$23.56 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL100,S,5,Never,782634808978,DM,50.00%, $103.95 , $51.9750 ,$51.98 ,$51.98 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL110,N,1,Never,782634808985,DM,50.00%, $221.74 , $110.8700 ,$110.87 ,$110.87 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL12,N,10,Never,782634808763,DM,50.00%, $56.39 , $28.1950 ,$28.20 ,$28.20 ,CLASS J 600V FAST-ACTING,,,,,,,,,,
JFL125,S,1,Never,782634808992,DM,50.00%, $221.74 , $110.8700 ,$110.87 ,$110.87 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL15,S,10,Never,782634808855,DM,50.00%, $47.22 , $23.6100 ,$23.61 ,$23.61 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL150,N,1,Never,782634809005,DM,50.00%, $212.74 , $106.3700 ,$106.37 ,$106.37 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL175,N,1,Never,782634809012,DM,50.00%, $221.74 , $110.8700 ,$110.87 ,$110.87 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL2,N,10,Never,782634808787,DM,50.00%, $54.43 , $27.2150 ,$27.22 ,$27.22 ,CLASS J 600V FAST-ACTING,,,,,,,,,,
JFL20,N,10,Never,782634808862,DM,50.00%, $46.81 , $23.4050 ,$23.41 ,$23.41 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL200,S,1,Never,782634809029,DM,50.00%, $195.56 , $97.7800 ,$97.78 ,$97.78 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL225,N,1,Never,782634820338,DM,50.00%, $500.90 , $250.4500 ,$250.45 ,$250.45 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL25,N,10,Never,782634808879,DM,50.00%, $51.16 , $25.5800 ,$25.58 ,$25.58 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL250,N,1,Never,782634809036,DM,50.00%, $504.90 , $252.4500 ,$252.45 ,$252.45 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL3,N,10,Never,782634808794,DM,50.00%, $53.77 , $26.8850 ,$26.89 ,$26.89 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL30,S,10,Never,782634808886,DM,50.00%, $39.04 , $19.5200 ,$19.52 ,$19.52 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL300,N,1,Never,782634809043,DM,50.00%, $502.57 , $251.2850 ,$251.29 ,$251.29 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL35,N,10,Never,782634808893,DM,50.00%, $76.00 , $38.0000 ,$38.00 ,$38.00 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL350,N,1,Never,782634820345,DM,50.00%, $488.43 , $244.2150 ,$244.22 ,$244.22 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL4,N,10,Never,782634808800,DM,50.00%, $56.00 , $28.0000 ,$28.00 ,$28.00 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL40,N,10,Never,782634808909,DM,50.00%, $72.40 , $36.2000 ,$36.20 ,$36.20 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL400,S,1,Never,782634809050,DM,50.00%, $459.83 , $229.9150 ,$229.92 ,$229.92 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL45,N,10,Never,782634808916,DM,50.00%, $76.00 , $38.0000 ,$38.00 ,$38.00 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL450,N,1,Never,782634809067,DM,50.00%, $761.19 , $380.5950 ,$380.60 ,$380.60 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL5,N,10,Never,782634808817,DM,50.00%, $56.61 , $28.3050 ,$28.31 ,$28.31 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL50,N,10,Never,782634808923,DM,50.00%, $72.54 , $36.2700 ,$36.27 ,$36.27 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL500,N,1,Never,782634809074,DM,50.00%, $768.28 , $384.1400 ,$384.14 ,$384.14 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL6,N,10,Never,782634808824,DM,50.00%, $51.50 , $25.7500 ,$25.75 ,$25.75 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL60,S,10,Never,782634808930,DM,50.00%, $70.12 , $35.0600 ,$35.06 ,$35.06 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL600,S,1,Never,782634809081,DM,50.00%, $761.52 , $380.7600 ,$380.76 ,$380.76 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL70,N,5,Never,782634808947,DM,50.00%, $113.32 , $56.6600 ,$56.66 ,$56.66 ,UL CLASS J FAST ACTING,,,,,,,,,,
JFL8,N,10,Never,782634808831,DM,50.00%, $56.53 , $28.2650 ,$28.27 ,$28.27 ,CLASS J 600V FAST-ACTING,,,,,,,,,,
JFL80,N,5,Never,782634808954,DM,50.00%, $120.29 , $60.1450 ,$60.15 ,$60.15 ,UL CLASS J FAST ACTING 60,,,,,,,,,,
JFL90,N,5,Never,782634808961,DM,50.00%, $120.29 , $60.1450 ,$60.15 ,$60.15 ,UL CLASS J FAST ACTING,,,,,,,,,,
JM60030-1CR,S,12,Never,051712514637,LQ,50.00%, $31.81 , $15.9050 ,$15.91 ,$15.91 ,Class J fuse block 600V30A-Lug-1 pole,,,,,,,,,,
JM60030-1PR,S,12,Never,051712514606,LQ,50.00%, $30.98 , $15.4900 ,$15.49 ,$15.49 ,Class J fuse block 600V30A-PP-1 pole,,,,,,,,,,
JM60030-1SR,N,12,Never,051712514576,LQ,50.00%, $28.40 , $14.2000 ,$14.20 ,$14.20 ,Class J fuse block 600V30A-screw-1 pole,,,,,,,,,,
JM60030-2CR,S,6,Never,051712514644,LQ,50.00%, $60.59 , $30.2950 ,$30.30 ,$30.30 ,Class J fuse block 600V30A-Lug-2 pole,,,,,,,,,,
JM60030-2PR,N,6,Never,051712514613,LQ,50.00%, $61.62 , $30.8100 ,$30.81 ,$30.81 ,Class J fuse block 600V30A-PP-2 pole,,,,,,,,,,
JM60030-3CR,S,4,Never,051712514651,LQ,50.00%, $88.31 , $44.1550 ,$44.16 ,$44.16 ,Class J fuse block 600V30A-Lug-3 pole,,,,,,,,,,
JM60030-3PR,S,4,Never,051712514620,LQ,50.00%, $86.94 , $43.4700 ,$43.47 ,$43.47 ,Class J fuse block 600V30A-PP-3 pole,,,,,,,,,,
JM60030-3SR,N,4,Never,051712514590,LQ,50.00%, $78.94 , $39.4700 ,$39.47 ,$39.47 ,Class J fuse block 600V30A-screw-3 pole,,,,,,,,,,
JM60060-1CR,S,12,Never,051712514668,LQ,50.00%, $34.01 , $17.0050 ,$17.01 ,$17.01 ,Class J fuse block 600V 60A  - 1 pole,,,,,,,,,,
JM60060-2CR,S,6,Never,051712514675,LQ,50.00%, $67.21 , $33.6050 ,$33.61 ,$33.61 ,Class J fuse block 600V 60A  - 2 pole,,,,,,,,,,
JM60060-3CR,S,4,Never,051712514682,LQ,50.00%, $90.98 , $45.4900 ,$45.49 ,$45.49 ,Class J fuse block 600V 60A  - 3 pole,,,,,,,,,,
JM70100-1CR,N,12,Never,051712514729,LQ,50.00%, $62.35 , $31.1750 ,$31.18 ,$31.18 ,Fuse block 700V 100A - 1 pole,,,,,,,,,,
JM70100-2CR,N,6,Never,051712514736,LQ,50.00%, $105.37 , $52.6850 ,$52.69 ,$52.69 ,Fuse block 700V 100A - 2 pole,,,,,,,,,,
JM70100-3CR,N,4,Never,051712514743,LQ,50.00%, $143.06 , $71.5300 ,$71.53 ,$71.53 ,Fuse block 700V 100A - 3 pole,,,,,,,,,,
KAC-10,N,10,Never,051712470100,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-100,S,5,Never,051712471008,T8,50.00%, $118.81 , $59.4050 ,$59.41 ,$59.41 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-12,N,10,Never,051712470124,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-125,N,1,Never,051712471251,T8,50.00%, $173.70 , $86.8500 ,$86.85 ,$86.85 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-15,N,10,Never,051712470155,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-150,N,1,Never,051712471503,T8,50.00%, $183.49 , $91.7450 ,$91.75 ,$91.75 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-17-1/2,N,10,Never,051712470179,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-175,N,1,Never,051712471756,T8,50.00%, $197.46 , $98.7300 ,$98.73 ,$98.73 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-20,N,10,Never,051712470209,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-200,S,1,Never,051712472005,T8,50.00%, $173.70 , $86.8500 ,$86.85 ,$86.85 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-225,N,1,Never,051712472258,T8,50.00%, $257.96 , $128.9800 ,$128.98 ,$128.98 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-25,N,10,Never,051712470254,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-250,N,1,Never,051712472500,T8,50.00%, $255.92 , $127.9600 ,$127.96 ,$127.96 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-30,S,10,Never,051712470308,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-300,N,1,Never,051712473002,T8,50.00%, $275.24 , $137.6200 ,$137.62 ,$137.62 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-35,N,10,Never,051712470353,T8,50.00%, $106.52 , $53.2600 ,$53.26 ,$53.26 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-350,N,1,Never,051712473507,T8,50.00%, $272.65 , $136.3250 ,$136.33 ,$136.33 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-4,N,10,Never,051712470049,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-40,N,10,Never,051712470407,T8,50.00%, $107.53 , $53.7650 ,$53.77 ,$53.77 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-400,N,1,Never,051712474009,T8,50.00%, $258.21 , $129.1050 ,$129.11 ,$129.11 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-45,N,10,Never,051712470452,T8,50.00%, $107.53 , $53.7650 ,$53.77 ,$53.77 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-450,N,1,Never,051712474504,T8,50.00%, $451.50 , $225.7500 ,$225.75 ,$225.75 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-5,N,10,Never,051712470056,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-50,N,10,Never,051712470506,T8,50.00%, $106.52 , $53.2600 ,$53.26 ,$53.26 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-500,N,1,Never,051712475006,T8,50.00%, $438.00 , $219.0000 ,$219.00 ,$219.00 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-6,N,10,Never,051712470063,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,S-CONDUCTOR FUSE 6A 600V,,,,,,,,,,
KAC-60,N,10,Never,051712470605,T8,50.00%, $97.61 , $48.8050 ,$48.81 ,$48.81 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-600,N,1,Never,051712476003,T8,50.00%, $438.00 , $219.0000 ,$219.00 ,$219.00 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-7,N,10,Never,051712470070,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-70,S,5,Never,051712470704,T8,50.00%, $118.74 , $59.3700 ,$59.37 ,$59.37 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-700,N,1,Never,051712477000,T8,50.00%, $467.50 , $233.7500 ,$233.75 ,$233.75 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-8,N,10,Never,051712470087,T8,50.00%, $47.84 , $23.9200 ,$23.92 ,$23.92 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-80,N,5,Never,051712470803,T8,50.00%, $135.91 , $67.9550 ,$67.96 ,$67.96 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-800,N,1,Never,051712478007,T8,50.00%, $462.37 , $231.1850 ,$231.19 ,$231.19 ,TRON RECTIFIER FUSE,,,,,,,,,,
KAC-90,N,3,Never,051712470902,T8,50.00%, $134.60 , $67.3000 ,$67.30 ,$67.30 ,TRON RECTIFIER FUSE,,,,,,,,,,
KBC-100,N,5,Never,051712491006,S9,50.00%, $127.33 , $63.6650 ,$63.67 ,$63.67 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-12,N,10,Never,051712490122,S9,50.00%, $46.74 , $23.3700 ,$23.37 ,$23.37 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-125,N,1,Never,051712491259,S9,50.00%, $173.31 , $86.6550 ,$86.66 ,$86.66 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-15,N,10,Never,051712490153,S9,50.00%, $46.74 , $23.3700 ,$23.37 ,$23.37 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-150,S,1,Never,051712491501,S9,50.00%, $180.16 , $90.0800 ,$90.08 ,$90.08 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-175,N,1,Never,051712491754,S9,50.00%, $183.68 , $91.8400 ,$91.84 ,$91.84 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-20,N,10,Never,051712490207,S9,50.00%, $46.74 , $23.3700 ,$23.37 ,$23.37 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-200,N,1,Never,051712492003,S9,50.00%, $173.31 , $86.6550 ,$86.66 ,$86.66 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-225,N,1,Never,051712492256,S9,50.00%, $250.71 , $125.3550 ,$125.36 ,$125.36 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-25,N,10,Never,051712490252,S9,50.00%, $46.74 , $23.3700 ,$23.37 ,$23.37 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-250,N,1,Never,051712492508,S9,50.00%, $250.71 , $125.3550 ,$125.36 ,$125.36 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-30,N,10,Never,051712490306,S9,50.00%, $46.74 , $23.3700 ,$23.37 ,$23.37 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-300,N,1,Never,051712493000,S9,50.00%, $255.47 , $127.7350 ,$127.74 ,$127.74 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-35,N,10,Never,051712490351,S9,50.00%, $102.66 , $51.3300 ,$51.33 ,$51.33 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-350,N,1,Never,051712493505,S9,50.00%, $255.47 , $127.7350 ,$127.74 ,$127.74 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-40,N,10,Never,051712490405,S9,50.00%, $102.66 , $51.3300 ,$51.33 ,$51.33 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-400,N,1,Never,051712494007,S9,50.00%, $250.71 , $125.3550 ,$125.36 ,$125.36 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-45,N,3,Never,051712490450,S9,50.00%, $102.66 , $51.3300 ,$51.33 ,$51.33 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-450,N,1,Never,051712494502,S9,50.00%, $404.11 , $202.0550 ,$202.06 ,$202.06 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-5,N,3,Never,051712490054,S9,50.00%, $46.74 , $23.3700 ,$23.37 ,$23.37 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-50,N,10,Never,051712490504,S9,50.00%, $103.66 , $51.8300 ,$51.83 ,$51.83 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-500,N,1,Never,051712495004,S9,50.00%, $396.62 , $198.3100 ,$198.31 ,$198.31 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-60,N,10,Never,051712490603,S9,50.00%, $97.84 , $48.9200 ,$48.92 ,$48.92 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-600,N,1,Never,051712496001,S9,50.00%, $396.62 , $198.3100 ,$198.31 ,$198.31 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-70,N,5,Never,051712490702,S9,50.00%, $127.33 , $63.6650 ,$63.67 ,$63.67 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-80,N,5,Never,051712490801,S9,50.00%, $125.17 , $62.5850 ,$62.59 ,$62.59 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KBC-90,N,3,Never,051712490900,S9,50.00%, $127.33 , $63.6650 ,$63.67 ,$63.67 ,BUSS SEMI CONDUCTOR FUSE,,,,,,,,,,
KON1,N,10,Never,782634360018,DS,50.00%, $6.51 , $3.2550 ,$3.26 ,$3.26 ,UL CLASS K5 FAST ACTING 2,,,,,,,,,,
