"ARLINGTON INDUSTRIES, INC.",,,,,,,,,,,,,,
DISTRIBUTOR NET PRICE SHEET,,,,,,,,,,,,,,
"EFFECTIVE JULY 1, 2022",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
CODE,ITEM #,DESCRIPTION,UPC,UNIT,STD, PRICE / C ,,,,,,,,
120,FLBCF101NLTK,NKL FLIP LID CONC KIT,01899713832,1,1," $6,513.73 ",,,,,,,,
120,FLBCF101W,CONCRETE FLR BOX FLIP,01899706950,1,1," $2,045.14 ",,,,,,,,
120,FLBCF101WTK,WHT FLIP LID CONC KIT,01899713827,1,1," $1,207.28 ",,,,,,,,
120,FLBR101BL,BLACK RETRO FLOOR BOX,01899704358,1,4," $1,295.26 ",,,,,,,,
120,FLBR101BR,BROWN RETRO FLOOR BOX,01899704359,1,4," $1,295.26 ",25.90,,,,,,,
120,FLBR101LA,ALMOND RETRO FLOOR BOX,01899704357,1,4," $1,295.26 ",,,,,,,,
120,FLBR101MB,BRASS RETRO FLOOR BOX,01899752263,1,4," $4,735.17 ",,,,,,,,
120,FLBR101NL,NICKEL RETRO FLOOR BOX,01899752453,1,4," $5,159.19 ",,,,,,,,
120,FLBR101W,WHITE RETRO FLOOR BOX,01899704356,1,4," $1,295.26 ",,,,,,,,
120,FLBR5420AB,RETRO AB FL BOX W/ LV,01899721269,1,1," $5,843.25 ",,,,,,,,
120,FLBR5420BL,RETRO BL FL BOX W/ LV,01899721266,1,1," $5,042.72 ",,,,,,,,
120,FLBR5420BR,RETRO BR FL BOX W/ LV,01899721267,1,1," $5,042.72 ",,,,,,,,
120,FLBR5420LA,RETRO LA FL BOX W/ LV,01899721268,1,1," $5,042.72 ",,,,,,,,
120,FLBR5420MB,RETRO MB FL BOX W/ LV,01899721191,1,1," $5,843.25 ",,,,,,,,
120,FLBR5420NL,RETRO FLOOR BOX NICKEL,01899721192,1,1," $5,843.25 ",,,,,,,,
120,FLBR6500BR,ROUND PLASTIC BOX W/ B,01899752320,1,1," $2,249.65 ",,,,,,,,
120,FLBR6500CA,ROUND PLASTIC BOX W/ C,01899752321,1,1," $2,249.65 ",,,,,,,,
120,FLBR6500GY,ROUND PLASTIC BOX W/GR,01899752322,1,1," $2,249.65 ",,,,,,,,
120,FLBR6500LA,ROUND PLASTIC BOX W/ A,01899752323,1,1," $2,249.65 ",,,,,,,,
120,FLBR6500W,ROUND PLASTIC BOX W/WH,01899723168,1,1," $2,249.65 ",,,,,,,,
120,FLBRF101BL,BLK RETRO FLOOR BX FLP,01899716250,1,4," $1,295.26 ",,,,,,,,
120,FLBRF101BR,BROWN RETRO FL BOX FLP,01899716251,1,4," $1,295.26 ",,,,,,,,
120,FLBRF101LA,RETRO FL BOX FLIP ALM,01899716252,1,4," $1,295.26 ",,,,,,,,
120,FLBRF101MB,BRASS RETRO FL BOX FLP,01899716254,1,4," $4,735.17 ",,,,,,,,
120,FLBRF101NL,NICKEL FL BOX RETRO FL,01899716255,1,4," $5,159.19 ",,,,,,,,
120,FLBRF101W,RETRO FL BOX FLIP WHIT,01899716253,1,4," $1,295.26 ",,,,,,,,
120,FLBT4400BL,TRAPDOOR COUNTERTOP BO,01899700768,1,1," $12,543.51 ",,,,,,,,
120,FLBT4400GBL,TRAPDOOR COUNTERTOP BO,01899700770,1,1," $13,293.40 ",,,,,,,,
120,FLBT4400GSS,TRAPDOOR COUNTERTOP BX,01899700753,1,1," $13,293.40 ",,,,,,,,
120,FLBT4400SS,TRAPDOOR COUNTERTOP BO,01899700751,1,1," $12,543.51 ",,,,,,,,
120,FLBT4400UBL,TRAPDOOR COUNTERTOP TX,01899700771,1,1," $14,315.96 ",,,,,,,,
120,FLBT4400USS,TRAPDOOR COUNTERTOP BX,01899700752,1,1," $14,315.96 ",,,,,,,,
120,FLBT4465GSS,TRAPDOOR COUNTERTOP BX,01899722940,1,1," $14,520.46 ",,,,,,,,
120,FLBT4465SS,TRAPDOOR COUNTERTOP BX,01899722941,1,1," $12,952.53 ",,,,,,,,
120,FLBT4465USS,TRAPDOOR COUNTERTOP BX,01899722942,1,1," $15,270.36 ",,,,,,,,
120,FLBT6520GMB,RND TRAPDR W/BRASS CVR,01899722110,1,1," $12,243.56 ",,,,,,,,
120,FLBT6520GNL,RND TRAPDR W/NICKL CVR,01899722111,1,1," $12,488.98 ",,,,,,,,
120,FLBT6520MB,ROUND TRAPDOOR W/BRASS,01899722112,1,1," $10,866.49 ",,,,,,,,
120,FLBT6520NL,ROUND TRAPDOOR W/NICKL,01899722113,1,1," $11,071.00 ",,,,,,,,
120,FLBT6520UMB,RND TRAPDR W/BRASS CVR,01899722056,1,1," $13,039.80 ",,,,,,,,
120,FLBT6520UNL,RND TRAPDR W/NICKL CVR,01899722057,1,1," $13,282.49 ",,,,,,,,
120,FLBT6615LR,FLOOR BOX LEVELING RNG,01899722029,1,10, $175.70 ,,,,,,,,
120,FLBT6615MB,BRS POP-UP CVR W/RECPT,01899722030,1,10," $5,195.86 ",,,,,,,,
120,FLBT6615MBLR,BRS POP-UP CVR /RECPT,01899734006,1,10," $5,369.17 ",,,,,,,,
120,FLBT6615NL,NKL POP-UP CVR W/RECPT,01899722031,1,10," $5,799.10 ",,,,,,,,
120,FLBT6615NLLR,NKL POP-UP CVR W/RECPT,01899734007,1,10," $5,971.80 ",,,,,,,,
120,FLBT6620GMB,BRS POP-UP CVR W/RECPT,01899722053,1,10," $6,187.22 ",,,,,,,,
120,FLBT6620GNL,NKL POP-UP CVR W/RECPT,01899722055,1,10," $6,694.42 ",,,,,,,,
120,FLBT6620MB,BRS POP-UP CVR W/RECPT,01899722052,1,10," $5,371.89 ",,,,,,,,
120,FLBT6620NL,NKL POP-UP CVR W/RECPT,01899722054,1,10," $5,890.00 ",,,,,,,,
120,FLBT6620UMB,BRS POP-UP CVR W/RECPT,01899722047,1,10," $8,070.12 ",,,,,,,,
120,FLBT6620UNL,NKL POP-UP CVR W/RECPT,01899722048,1,10," $8,503.67 ",,,,,,,,
113,FLC430,SECURITY CAMERA MTGKIT,01899709742,1,10," $1,022.36 ",,,,,,,,
113,FLC430S,SECURITY CAM MTG KIT,01899709743,1,10," $1,061.67 ",,,,,,,,
112,FLG3,WIRE GRABBER,01899701590,50,50, $163.38 ,,,,,,,,
118,FN101F,VAPOR BOX 1G NAIL-ON,01899715130,25,25, $555.59 ,,,,,,,,
118,FN101FD,VAPOR BOX 1G DEEP NAIL,01899715131,20,20, $620.34 ,,,,,,,,
118,FN101FL,NAIL MOUNT 1 GANG BOX,01899709814,25,25, $555.59 ,,,,,,,,
118,FN101FX,NAIL MOUNT 1 GANG BOX,01899709631,25,25, $378.59 ,,,,,,,,
118,FN102F,VAPOR BOX 2G NAIL-ON,01899715132,10,10," $1,080.02 ",,,,,,,,
118,FN102FD,VAPOR BOX 2G DEEP NAIL,01899715133,10,10," $1,142.46 ",,,,,,,,
118,FN102FL,NAIL MOUNT 2 GANG BOX,01899754222,10,10," $1,080.02 ",,,,,,,,
118,FN102FX,NAIL MOUNT 2 GANG BOX,01899709632,10,10, $631.00 ,,,,,,,,
118,FN103F,VAPOR BOX 3G NAIL-ON,01899715134,10,10," $1,300.90 ",,,,,,,,
118,FN103FD,VAPOR BOX 3G DEEP NAIL,01899715135,10,10," $1,399.07 ",,,,,,,,
118,FN104F,VAPOR BOX 4G NAIL-ON,01899715136,10,10," $1,631.16 ",,,,,,,,
118,FN104FD,VAPOR BOX 4G DEEP NAIL,01899715137,10,10," $1,751.66 ",,,,,,,,
118,FN430F,VAPOR BOX ROUND NAILON,01899715100,20,20, $881.40 ,,,,,,,,
118,FN440F,VAPOR BOX ROUND DEEP,01899715120,20,20, $970.67 ,,,,,,,,
56,FR101F,BOX WITH FLANGE,01899712680,1,10, $930.35 ,,,,,,,,
56,FR405F,FLANGE BOX,01899712681,1,10, $826.96 ,,,,,,,,
118,FR410F,VAPOR BARRIER COVER,01899709622,1,10, $624.87 ,,,,,,,,
56,FR420F,REV STUCCO BOX W/FLG,01899709615,1,10, $620.24 ,,,,,,,,
110,FS420SCL,"20 CU"" 2""DEEP BOX KIT",01899712526,1,10," $1,007.72 ",,,,,,,,
110,FS427SCL,SUSPENDED CEILING KIT,01899712537,1,10," $1,310.05 ",,,,,,,,
24,FS50,"1/2"" FS BOX HOLDER",01899761050,25,25, $358.46 ,,,,,,,,
24,FS75,"3/4"" FS BOX HOLDER",01899761075,25,25, $430.20 ,,,,,,,,
56,FS8091F,FLANGED SWITCH BOX,01899717304,1,10, $722.35 ,,,,,,,,
56,FS8141,"NMFS BOX-1/2"" LAP SDG",01899717340,25,25, $433.40 ,6.95,,,,,,,
56,FS8151,"NMFS BOX-5/8"" LAP SDG",01899717341,25,25, $433.40 ,6.95,,,,,,,
56,FS8161,NMFS BOX - FLAT SIDING,01899717342,25,25, $433.40 ,,,,,,,,
56,FS8171,NMFS BOX- DUTCH LAP SD,01899717343,25,25, $433.40 ,,,,,,,,
92,FSC3212R,SCONCE RETROFIT ASSY,01899743633,25,25, $319.08 ,,,,,,,,
92,FSC3227R,ROUND SAW HOLE BOX,01899712525,25,25, $363.39 ,,,,,,,,
92,FSC405R,SHALLOW SCONCE BOX,01899704094,1,10, $383.69 ,6.35,,,,,,,
93,FSCB24,RETRO FIT 1-G BOX,01899711237,25,25, $905.48 ,,,,,,,,
93,FSCB44,RETRO FIT 2-G BOX,01899711236,20,20," $1,000.03 ",,,,,,,,
93,FSR404BL,RETRO FIT 2-G BOX BLK,01899700596,25,25, $650.35 ,,,,,,,,
93,FSR404RD,RETRO FIT 2-G BOX RED,01899700598,25,25, $812.96 ,,,,,,,,
93,FSR404S,RETRO FIT 2-G STEEL BX,01899700597,25,25," $1,104.63 ",,,,,,,,
93,FSR404SD,DIVIDER FOR STL 4X4BOX,01899700600,25,25, $88.36 ,,,,,,,,
93,FSR404SRD,RETROFIT 2-G STL BX RD,01899700599,25,25," $1,270.28 ",,,,,,,,
109,GB5,ZINC GROUNDING BRIDGE,01899776095,1,10, $724.86 ,,,,,,,,
109,GB5NC,GROUNDING TERMINAL W/,01899776094,10,10, $618.99 ,,,,,,,,
109,GB5P,GRD BRIDGE W/PVC ADAPT,01899709720,1,10, $942.35 ,14.85,15.45,15.75,,,,,
109,GBB5,BRONZE GROUNDING BRIDG,01899776096,1,10," $1,304.78 ",,,,,,,,
109,GBB50,GRD BRIDGE IN BRONZE,01899709726,1,10," $1,522.26 ",,,,,,,,
109,GBB50P,BRZ GRD BRIDGE WITH PV,01899709725,1,10," $1,739.70 ",,,,,,,,
109,GBB5250,GROUNDING TERMINAL CON,01899709756,1,10," $2,145.61 ",,,,,,,,
109,GBB5P,BRZ GRD BRIDGE W/PVC A,01899709721,1,10," $1,522.26 ",,,,,,,,
109,GC50,"1/2"" ZINC GROUND CLAMP",01899709738,25,25, $232.24 ,,,,,,,,
109,GC75,"3/4"" ALUM GROUND CLAMP",01899709739,10,10, $364.54 ,,,,,,,,
19,GF100,"1"" SCREW-IN FLEX CONN",01899776100,25,100, $303.58 ,,,,,,,,
19,GF100A,"1"" INS SCREW IN CONN",01899776101,25,100, $314.95 ,,,,,,,,
19,GF125,"1 1/4"" SCREWIN FLEX CN",01899776125,10,40, $561.61 ,,,,,,,,
19,GF125A,"1-1/4""INS SCREW IN CON",01899776251,10,40, $626.12 ,,,,,,,,
19,GF150,"1 1/2""SCREW IN FLEX CN",01899776150,10,40, $629.90 ,,,,,,,,
19,GF150A,"1-1/2""INS SCREW IN CON",01899776151,10,40, $758.92 ,,,,,,,,
19,GF200,"2"" SCRW IN FLEX CONN",01899776200,5,20," $1,366.04 ",,,,,,,,
19,GF200A,"2"" INS SCREW IN CON",01899776201,5,20," $1,593.74 ",,,,,,,,
19,GF38,"3/8"" SCREW IN FLEX CON",01899776380,50,500, $51.44 ,,,,,,,,
19,GF38A,"3/8"" INS SCREW IN CONN",01899776381,50,500, $76.29 ,,,,,,,,
54,GF38AST,"3/8""SCWIN FLX SNPT W/I",01899780164,50,500, $83.55 ,,,,,,,,
54,GF38ST,"3/8""SCR IN FLX SNPT CN",01899780162,50,500, $58.50 ,,,,,,,,
19,GF50,"1/2"" SCREW IN FLEX CON",01899776500,50,250, $48.58 ,,,,,,,,
54,GF5075RAST,"1/2"" SCR IN FLX 3/4 KO",01899722092,25,25, $148.18 ,,,,,,,,
54,GF5075RASTG,"1/2"" SCR IN FLX 3/4 KO",01899722094,25,25, $223.10 ,,,,,,,,
19,GF50A,"1/2"" INS SCREW-IN CONN",01899776501,50,250, $68.25 ,,,,,,,,
54,GF50AST,"1/2"" ST INS FLX CON",01899780168,50,250, $72.82 ,,,,,,,,
54,GF50ST,"1/2"" SCREW IN FLEX CON",01899780166,50,250, $51.28 ,,,,,,,,
19,GF75,"3/4"" SCREW IN FLEX CON",01899776750,25,250, $97.93 ,,,,,,,,
19,GF75A,"3/4"" INS SCREW IN CONN",01899776751,25,250, $132.45 ,,,,,,,,
54,GF75ST,"3/4"" SCREW IN FLX CON",01899780170,25,250, $108.41 ,,,,,,,,
18,GF850,"1/2"" 90 FLX CN SLIDE C",01899785000,25,100, $409.41 ,,,,,,,,
54,GF850ST,"1/2""90 FX CN SLD CV ST",01899784850,25,100, $425.68 ,,,,,,,,
6,GF860,1/2 EMT TO 3/8 FLEX CP,01899776860,25,100, $246.69 ,,,,,,,,
6,GF861,"1/2"" EMT TO FLEX COUPL",01899776861,25,250, $235.26 ,,,,,,,,
6,GF862,"3/4"" EMT TO FLEX COUPL",01899776862,25,250, $311.36 ,,,,,,,,
6,GF863,"1"" EMT TO FLEX COUPL",01899780173,25,100, $379.45 ,,,,,,,,
6,GF864,"1 1/4""EMT TO FLX COUPL",01899780175,10,40, $664.04 ,,,,,,,,
19,GFC100,"1"" SCREW-IN FLEX COUP",01899776340,10,100, $185.99 ,,,,,,,,
19,GFC125,"1-1/4""SCREW-IN FLEX CP",01899776360,10,100, $455.33 ,,,,,,,,
19,GFC150,"1-1/2""SCREW-IN FLEX CP",01899776370,5,50, $550.23 ,,,,,,,,
19,GFC200,"2"" SCREW-IN FLEX COUP",01899776372,3,30," $1,195.32 ",,,,,,,,
19,GFC50,"1/2""SCREW-IN FLEX COUP",01899776350,25,250, $86.31 ,,,,,,,,
19,GFC75,"3/4""SCREW-IN FLEX COUP",01899776375,25,250, $134.48 ,,,,,,,,
62,GFSC38,"3/8"" SCREW ON CONN",01899720737,50,500, $37.40 ,,,,,,,,
62,GFSC38B,"3/8"" SCREW ON CON BULK",01899720739,1000,1000, $30.87 ,,,,,,,,
27,GL100,"1"" GROUNDING LOCKNUT",01899777100,50,50, $241.71 ,,,,,,,,
27,GL125,"1 1/4"" GROUNDING LKNT",01899777125,50,50, $300.76 ,,,,,,,,
27,GL150,"1 1/2"" GROUNDING LKNT",01899777150,50,50, $418.84 ,,,,,,,,
27,GL200,"2"" GROUNDING LOCKNUT",01899777200,25,25, $486.29 ,,,,,,,,
27,GL250,"2 1/2"" GROUNDING LKNT",01899777250,10,10, $871.36 ,,,,,,,,
27,GL300,"3"" GROUNDING LOCKNUT",01899777300,10,10," $1,068.14 ",,,,,,,,
27,GL350,"3 1/2"" GROUNDING LKNT",01899777350,5,5," $1,545.96 ",,,,,,,,
27,GL400,"4"" GROUNDING LOCKNUT",01899777400,5,5," $1,855.12 ",,,,,,,,
27,GL50,"1/2"" GROUNDING LOCKNUT",01899777050,50,50, $154.62 ,,,,,,,,
27,GL75,"3/4"" GROUNDING LOCKNUT",01899777075,25,25, $174.27 ,,,,,,,,
87,GP19B,GARDEN POST BLACK,01899777086,1,6," $2,997.55 ",,,,,,,,
87,GP19BR,GARDEN POST BRONZE,01899777087,1,6," $2,997.55 ",,,,,,,,
87,GP19G,GARDEN POST GREEN,01899777088,1,6," $2,997.55 ",,,,,,,,
87,GP19W,GARDEN POST WHITE,01899777089,1,6," $2,997.55 ",,,,,,,,
87,GP26B,"GARD'N POST BLACK 26""",01899777090,1,6," $5,060.83 ",,,,,,,,
87,GP26BR,"GARD'N POST BRONZE 26""",01899777092,1,6," $5,060.83 ",,,,,,,,
87,GP26G,"GARD'N POST GREEN 26""",01899777094,1,6," $5,060.83 ",,,,,,,,
87,GP26W,"GARD'N POST WHITE 26""",01899777096,1,6," $5,060.83 ",,,,,,,,
87,GP37B,MEGA  GARDEN POST,01899776153,1,4," $7,630.13 ",,,,,,,,
87,GP37BR,MEGA  GARDEN POST,01899776154,1,4," $7,630.13 ",,,,,,,,
87,GP37G,MEGA  GARDEN POST,01899776156,1,4," $7,630.13 ",,,,,,,,
87,GP37W,MEGA  GARDEN POST,01899776155,1,4," $7,630.13 ",,,,,,,,
87,GPBK28B,"28"" GARDNPOST FOR FLAT",01899776090,1,1," $15,779.04 ",,,,,,,,
87,GPBK28BR,"28"" GARDENPOST FOR FLA",01899776093,1,1," $15,779.04 ",,,,,,,,
87,GPBK35B,"35"" GARDNPOST BOLLARD",01899777040,1,1," $18,231.35 ",,,,,,,,
87,GPBK35BR,"35"" GARDNPOST BOLLARD",01899777041,1,1," $18,231.35 ",,,,,,,,
87,GPD19B,POST W/IN USE COVER,01899777020,1,6," $2,697.84 ",,,,,,,,
87,GPD19BR,POST W/IN USE COVER,01899777021,1,6," $2,697.84 ",,,,,,,,
87,GPD19G,POST W/IN USE COVER,01899777022,1,6," $2,697.84 ",,,,,,,,
87,GPD19W,POST W/IN USE COVER,01899777023,1,6," $2,697.84 ",,,,,,,,
87,GPD9B,"POST/DECK 9"" REC OPNG",01899776161,1,6," $2,697.84 ",,,,,,,,
87,GPD9BR,"POST/DECK 9"" REC OPNG",01899776162,1,6," $2,697.84 ",,,,,,,,
87,GPD9G,"POST/DECK 9"" REC OPNG",01899776164,1,6," $2,697.84 ",,,,,,,,
87,GPD9W,"POST/DECK 9"" REC OPNG",01899776163,1,6," $2,697.84 ",,,,,,,,
87,GPI75B,75W FLOOD LIGHT BLACK,01899777042,1,4," $3,231.61 ",,,,,,,,
87,GPI75BR,75W FLOOD LIGHT BRONZE,01899777043,1,4," $3,231.61 ",,,,,,,,
87,GPL19B,LOW PROFILE G.P. BLACK,01899777000,1,6," $2,043.79 ",,,,,,,,
87,GPL19BR,LOW PROFILE G.P. BRONZ,01899777001,1,6," $2,043.79 ",,,,,,,,
87,GPL19G,LOW PROFILE G.P. GREEN,01899777002,1,6," $2,043.79 ",,,,,,,,
87,GPL19W,LOW PROFILE G.P. WHITE,01899777003,1,6," $2,043.79 ",,,,,,,,
87,GPLN15B,"15"" GARDEN POST BLACK",01899776205,1,20, $817.09 ,,,,,,,,
87,GPLN15GR,"15"" GARDEN POST GRAY",01899776181,1,20, $817.09 ,,,,,,,,
87,GPLN19B,LOW PROFILE GARD-N-POS,01899769108,1,6," $1,429.91 ",,,,,,,,
87,GPLN19BR,LOW PROFILE GARD-N-POS,01899776192,1,6," $1,429.91 ",,,,,,,,
87,GPP60B,PAGODA LIGHT BLACK,01899777046,1,4," $3,425.67 ",,,,,,,,
87,GPP60BR,PAGODA LIGHT BRONZE,01899777047,1,4," $3,425.67 ",,,,,,,,
87,GPP60LB,PAGODA LIGHT BLACK,01899704605,1,4," $3,789.27 ",,,,,,,,
87,GPP60LBR,PAGODA LIGHT BRONZE,01899704606,1,4," $3,789.27 ",,,,,,,,
87,GPX18B,"GARDEN POST 18"" EXT",01899776157,1,4," $4,087.55 ",,,,,,,,
87,GPX18BR,"GARDEN POST 18"" EXT",01899776158,1,4," $4,087.55 ",,,,,,,,
87,GPX18G,"GARDEN POST 18"" EXT",01899776160,1,4," $4,087.55 ",,,,,,,,
87,GPX18W,"GARDEN POST 18"" EXT",01899776159,1,4," $4,087.55 ",,,,,,,,
49,H-STRAP,1/0-2/0 2HOLE SEU STRP,01899782990,50,200, $34.29 ,,,,,,,,
83,H2S,"2"" HOOP WITH SCREW",01899750185,100,100, $67.48 ,,,,,,,,
56,HB1,HOSE BIB,01899715300,1,10, $704.80 ,,,,,,,,
72,HC1742,"HOLE COVER 1-3/4"" TO 4",01899742913,1,20, $372.40 ,,,,,,,,
72,HC1762,"HOLE COVER 1-3/4"" TO 6",01899742914,1,10, $498.63 ,,,,,,,,
72,HC3792,"HOLE COVER 3-3/4"" TO 9",01899715170,1,10, $821.50 ,,,,,,,,
28,HL100,"1"" COMBO PULLING ELBOW",01899750171,5,25, $910.98 ,,,,,,,,
28,HL125,"1 1/4""COMBO PULLING EL",01899750173,2,10," $1,260.00 ",,,,,,,,
28,HL5000,"1/2"" COMBO HANDY ELB",01899783105,10,100, $408.64 ,,,,,,,,
28,HL7500,"3/4"" COMBO HANDY ELB",01899783175,5,50, $469.98 ,,,,,,,,
36,JC12,100' #12 JACK CHAIN,01899713120,100,100, $29.53 ,,,,,,,,
49,K-STRAP,3/0-4/0 2HOLE SEU STRP,01899783770,50,200, $41.53 ,,,,,,,,
26,KC4,COMP CONN GRD ELECTROD,01899783665,10,10, $731.27 ,,,,,,,,
26,KC6,COMP CONN GRD ELECTROD,01899783667,10,10, $731.27 ,,,,,,,,
104,KD4550,ANGLED CABLE ENTRY DEV,01899783668,1,25, $232.67 ,,,,,,,,
46,L15A,"3/8"" 1 SCW SDL TYP CN",01899780040,50,500, $86.09 ,,,,,,,,
54,L15AST,INS MC CONN SNAPTITE,01899780044,50,500, $83.38 ,,,,,,,,
46,L16,"3/8"" 1 SCW SDL TYP CON",01899780060,50,500, $71.83 ,,,,,,,,
45,L160,"3/8""TAKE ALL CONN. SET",01899702416,50,500, $76.84 ,,,,,,,,
54,L160ST,"3/8""TAKE ALL ST CONN",01899780065,50,500, $87.55 ,,,,,,,,
54,L16ST,"1/2"" 1SCW SDLE SNPT CN",01899780064,50,500, $87.55 ,,,,,,,,
46,L17,"1/2"" 1 SCW SDL TYP CON",01899734278,50,250, $122.75 ,,,,,,,,
54,L17ST,"1/2"" 1SCW SDL CONN ST",01899733905,50,250, $135.29 ,,,,,,,,
46,L18,"3/4"" 1 SCW SDL TYP CON",01899734282,25,125, $234.29 ,,,,,,,,
54,L18ST,"3/4"" 1 SCW SDL CONN ST",01899733915,25,125, $258.61 ,,,,,,,,
46,L19,"1"" 1 SCW SDL TYP CON",01899734287,25,125, $368.14 ,,,,,,,,
54,L19ST,"1"" 1 SCREW SDL ST CONN",01899708650,25,125, $393.90 ,,,,,,,,
12,L20,"1/2"" EMT 2 PC CONN",01899732000,50,250, $122.16 ,,,,,,,,
20,L42,"3/8""FLEX CONN RND END",01899734200,50,500, $60.78 ,,,,,,,,
20,L420,"3/8""FLEX CON W/REC END",01899734021,50,500, $67.42 ,,,,,,,,
20,L421,"1/2"" FLEX CONNECTOR",01899734210,25,250, $81.03 ,,,,,,,,
20,L4210,"4"" STR FLEX CONNECTOR",01899734211,1,6," $13,604.39 ",,,,,,,,
20,L4210A,"4"" FLEX CONN. W/INS.",01899742100,1,6," $14,225.86 ",,,,,,,,
20,L421A,"1/2"" FLEX CONN INSUL",01899734212,25,250, $128.47 ,,,,,,,,
20,L422,"3/4"" FLEX CONN",01899734220,25,250, $158.63 ,,,,,,,,
20,L422A,"3/4"" FLEX CONN INSUL",01899734213,25,250, $180.65 ,,,,,,,,
20,L423,"1"" FLEX CONN",01899734230,10,100, $352.91 ,,,,,,,,
20,L423A,"1"" FLEX CONN INSUL",01899734214,10,100, $428.77 ,,,,,,,,
20,L424,"1 1/4"" FLEX CONN",01899734240,5,50, $785.45 ,,,,,,,,
20,L424A,"1 1/4"" FLEX CONN INSUL",01899734215,5,50," $1,005.61 ",,,,,,,,
20,L425,"1 1/2"" FLEX CONN",01899734250,5,50," $1,081.45 ",,,,,,,,
20,L425A,"1 1/2"" FLEX CONN INSUL",01899734216,5,50," $1,328.16 ",,,,,,,,
20,L426,"2"" FLEX CONN",01899734260,5,30," $1,536.84 ",,,,,,,,
20,L426A,"2"" FLEX CONN INSUL",01899734217,5,30," $1,783.47 ",,,,,,,,
20,L427,"2 1/2"" FLEX CONN",01899734270,5,5," $2,396.23 ",,,,,,,,
20,L427A,2-1/2 FLEX CONN INSUL,01899742700,5,5," $2,628.12 ",,,,,,,,
20,L428,"3"" FLEX CONN",01899734280,1,6," $3,339.26 ",,,,,,,,
20,L428A,"3"" FLEX CONN. INSUL",01899742800,1,6," $3,632.98 ",,,,,,,,
20,L429,"3 1/2"" STR FLEX CONN",01899734290,1,6," $11,161.79 ",,,,,,,,
20,L429A,3-1/2 FLEX CONN INSUL,01899742900,1,6," $11,594.67 ",,,,,,,,
23,L48,"1/2"" SS FLEX CONN",01899734800,25,250, $70.27 ,,,,,,,,
23,L49,"3/4"" SS FLEX CONN",01899734900,20,200, $184.60 ,,,,,,,,
10,LPCG50,"1/2"" NM CG .200/.485",01899780086,25,100, $162.02 ,2.64,,,,,,,
10,LPCG503,"1/2"" NM CG .100/.360",01899750350,25,100, $162.02 ,,,,,,,,
10,LPCG503BL,"1/2"" NM CG .100/.360",01899750351,25,100, $162.02 ,,,,,,,,
37,LPCG503S,"1/2"" STL CG .100/.360",01899712788,25,100, $369.29 ,,,,,,,,
37,LPCG503SS,"1/2"" SS CG .100/.360",01899712794,25,100," $1,556.71 ",,,,,,,,
10,LPCG503W,"1/2"" NM CG .100/.360",01899750340,25,100, $162.02 ,,,,,,,,
9,LPCG503Z,"1/2"" ZINC CG .100/.360",01899750352,25,100, $341.27 ,,,,,,,,
10,LPCG507,"1/2"" NM CG .385/.750",01899750354,25,100, $194.37 ,,,,,,,,
10,LPCG507BL,"1/2"" NM CG .385/.750",01899750353,25,100, $194.37 ,,,,,,,,
37,LPCG507S,"1/2""STL CG .385/.600",01899712789,25,100, $516.01 ,,,,,,,,
37,LPCG507SS,"1/2"" SS CG .385/.600",01899712795,25,100," $2,775.23 ",,,,,,,,
10,LPCG507W,"1/2"" NM CG .385/.750",01899750341,25,100, $194.37 ,,,,,,,,
9,LPCG507Z,"1/2"" ZINC CG .385/.600",01899750356,25,100, $341.27 ,,,,,,,,
10,LPCG50BL,"1/2"" NM CG .200/.485",01899706070,25,100, $162.02 ,,,,,,,,
37,LPCG50S,"1/2"" STL CG .200/.485",01899712787,25,100, $369.29 ,,,,,,,,
37,LPCG50SS,"1/2"" SS CG .200/.485",01899712793,25,100," $1,556.71 ",,,,,,,,
10,LPCG50W,"1/2"" NM CG .200/.485",01899732875,25,100, $162.02 ,,,,,,,,
9,LPCG50Z,"1/2"" ZINC CG .200/.485",01899736110,25,100, $341.27 ,,,,,,,,
10,LPCG753,"3/4"" NM CG .100/.360",01899750760,10,50, $226.84 ,,,,,,,,
10,LPCG753BL,"3/4"" NM CG .100/.360",01899707450,10,50, $226.84 ,,,,,,,,
37,LPCG753S,"3/4"" STL CG .100/.360",01899712790,10,50, $492.38 ,,,,,,,,
37,LPCG753SS,"3/4"" SS CG .100/.360",01899712796,10,50," $3,038.82 ",,,,,,,,
10,LPCG753W,"3/4"" NM CG .100/.360",01899750342,10,50, $226.84 ,,,,,,,,
9,LPCG753Z,"3/4"" ZINC CG .100/.360",01899736105,10,50, $376.08 ,,,,,,,,
10,LPCG754,"3/4"" NM CG .200/.485",01899750762,10,50, $226.84 ,,,,,,,,
10,LPCG754BL,"3/4"" NM CG .200/.485",01899707455,10,50, $226.84 ,,,,,,,,
37,LPCG754S,"3/4"" STL CG .200/485",01899712791,10,50, $492.38 ,,,,,,,,
37,LPCG754SS,"3/4"" SS CG .200/.485",01899712797,10,50," $3,038.82 ",,,,,,,,
10,LPCG754W,"3/4"" NM CG .200/.485",01899750343,10,50, $226.84 ,,,,,,,,
9,LPCG754Z,"3/4"" ZINC CG .200/.485",01899750764,10,50, $376.08 ,,,,,,,,
10,LPCG757,"3/4"" NM CG .385/.750",01899736100,10,50, $243.02 ,,,,,,,,
