Complete Price Report,"August 01, 2022",,,,,,,,,,,,,,,,
Customer Name,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
"City, State","NASHUA, NH",,,,,,,,,,,,,,,,
Customer Account Number,23485,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CATALOG NUMBER,MATERIAL DESC,LIST PRICE,CUSTOMER PRICE,MULTIPLIER,UOM,MPG GRP,MPG Desc,STD PACK Q,UNIT WT IN,CARTON WT,UPC NUMBER,Special Nets,,,Lowes,,
TR291BK,Sw/TR Dup Comb SP/Grd Recp 20A 125V BK,$10.83,$6.93,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722356,,,,,,
TR291LA,Sw/TR Dup Comb SP/Grd Recp 20A 125V LA,$10.83,$6.93,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722363,,,,,,
TR291V,Sw/TR Dup Comb SP/Grd Recp 20A 125V IV,$10.83,$6.93,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722370,,,,,,
TR291W,Sw/TR Dup Comb SP/Grd Recp 20A 125V WH,$10.83,$6.93,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722387,,,,,,
TR293A,Sw/TR Dup Comb 3Way/Grd Recp 15A125V AL,$12.31,$7.88,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722394,,,,,,
TR293B,Sw/TR Dup Comb 3Way/Grd Recp 15A125V BR,$12.31,$7.88,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722400,,,,,,
TR293BK,Sw/TR Dup Comb 3Way/Grd Recp 15A125V BK,$12.31,$7.88,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722417,,,,,,
TR293LA,Sw/TR Dup Comb 3Way/Grd Recp 15A125V LA,$12.31,$7.88,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722424,,,,,,
TR293V,Sw/TR Dup Comb 3Way/Grd Recp 15A125V IV,$12.31,$7.88,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722431,,,,,,
TR293W,Sw/TR Dup Comb 3Way/Grd Recp 15A125V WH,$12.31,$7.88,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722448,,,,,,
TR370A-BOX,Recp TR Standard Duplex 20A 125V 2P3W AL,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729553,,,,,,
TR370B-BOX,Recp TR Standard Duplex 20A 125V 2P3W BR,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729560,,,,,,
TR370BK-BOX,Recp TR Standard Duplex 20A 125V 2P3W BK,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729577,,,,,,
TR370GY-BOX,Recp TR Standard Duplex 20A 125V 2P3W GY,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729584,,,,,,
TR370LA-BOX,Recp TR Standard Duplex 20A 125V 2P3W LA,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729591,,,,,,
TR370V-BOX,Recp TR Standard Duplex 20A 125V 2P3W V,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729607,,,,,,
TR370W-BOX,Recp TR Standard Duplex 20A 125V 2P3W W,$3.69,$3.51,0.95,PE,WD,Residential Receptacles,100,10,0,032664729614,,,,,,
TR5249B,TR Fl Box Assy Dplx Rec 15A125V2P3W Bras,$90.97,$86.42,0.95,PE,WD,Residential Receptacles,10,,20,032664748691,,,,,,
TR5260BKS-SP-L,SURGE RECP TR 15A 125V LED BK,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756269,,,,,,
TR5260BLS-SP-L,SURGE RECP TR 15A 125V LED BL,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756276,,,,,,
TR5260BS-SP-L,SURGE RECP TR 15A 125V LED B,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756283,,,,,,
TR5260GYS-SP-L,SURGE RECP TR 15A 125V LED GY,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756290,,,,,,
TR5260LAS-SP-L,SURGE RECP TR 15A 125V LED LA,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756306,,,,,,
TR5260RDS-SP-L,SURGE RECP TR 15A 125V LED RD,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756313,,,,,,
TR5260VS-SP-L,SURGE RECP TR 15A 125V LED IV,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756320,,,,,,
TR5260WS-SP-L,SURGE RECP TR 15A 125V LED WH,$35.98,$26.27,0.73,PE,Z3,Surge Products,10,,0,032664756337,,,,,,
TR5262A,TR RecDup 15A125V 2P3W ConstGrade B&S AL,$8.44,$5.74,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718366,,,,,,
TR5262AM,TR RecDup 15A125V 2P3W ConGrd B&S MOD AL,$14.08,$9.57,0.68,PE,WU,Commercial Receptacles,20,,0,032664718373,,,,,,
TR5262B,TR RecDup 15A125V 2P3W ConstGrade B&S BR,$8.44,$5.74,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718380,,,,,,
TR5262BKM,TR RecDup 15A125V 2P3W ConGrd B&S MOD BK,$14.08,$9.57,0.68,PE,WU,Commercial Receptacles,20,,0,032664718410,,,,,,
TR5262BKS-SP-L,SURGE RECP TR 15A 125V LED & ALARM BK,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756764,,,,,,
TR5262BLS-SP-L,SURGE RECP TR 15A 125V LED & ALARM BL,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756771,,,,,,
TR5262BM,TR RecDup 15A125V 2P3W ConGrd B&S MOD BR,$14.08,$9.57,0.68,PE,WU,Commercial Receptacles,20,,0,032664718397,,,,,,
TR5262BS-SP-L,SURGE RECP TR 15A 125V LED & ALARM B,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756788,,,,,,
TR5262CDGN,Rec Dup TR 15A125V2P3W ControlDual GN,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664760655,,,,,,
TR5262CDGY,Rec Dup TR 15A125V2P3W ControlDual GY,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664744389,,,,,,
TR5262CDV,Rec Dup TR 15A125V2P3W ControlDual IV,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664744396,,,,,,
TR5262CDW,Rec Dup TR 15A125V2P3W ControlDual WH,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664744402,,,,,,
TR5262CHGN,Rec Dup TR 15A125V2P3W ControlHalf GN,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664760693,,,,,,
TR5262CHGY,Rec Dup TR 15A125V2P3W ControlHalf GY,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664744419,,,,,,
TR5262CHV,Rec Dup TR 15A125V2P3W ControlHalf IV,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664744426,,,,,,
TR5262CHW,Rec Dup TR 15A125V2P3W ControlHalf WH,$8.91,$6.06,0.68,PE,WU,Commercial Receptacles,10,,0,032664744433,,,,,,
TR5262GY,TR RecDup 15A125V 2P3W ConstGrade B&S GY,$8.44,$5.74,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718427,,,,,,
TR5262GYM,TR RecDup 15A125V 2P3W ConGrd B&S MOD GY,$14.08,$9.57,0.68,PE,WU,Commercial Receptacles,20,,0,032664718434,,,,,,
TR5262GYS-SP-L,SURGE RECP TR 15A 125V LED & ALARM GY,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756795,,,,,,
TR5262LA,TR RecDup 15A125V 2P3W ConstGrade B&S LA,$8.44,$5.74,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718441,,,,,,
TR5262LAM,TR RecDup 15A125V 2P3W ConGrd B&S MOD LA,$14.08,$9.57,0.68,PE,WU,Commercial Receptacles,20,,0,032664718458,,,,,,
TR5262LAS-SP-L,SURGE RECP TR 15A 125V LED & ALARM LA,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756801,,,,,,
TR5262RDS-SP-L,SURGE RECP TR 15A 125V LED & ALARM RD,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756818,,,,,,
TR5262V,TR RecDup 15A125V 2P3W ConstGrade B&S IV,$8.44,$5.74,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718465,,,,,,
TR5262VS-SP-L,SURGE RECP TR 15A 125V LED & ALARM IV,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756825,,,,,,
TR5262W,TR RecDup 15A125V 2P3W ConstGrade B&S WH,$8.44,$5.74,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718489,,,,,,
TR5262WM,TR RecDup 15A125V 2P3W ConGrd B&S MOD WH,$14.08,$9.57,0.68,PE,WU,Commercial Receptacles,20,,0,032664718496,,,,,,
TR5262WS-SP-L,SURGE RECP TR 15A 125V LED & ALARM WH,$41.32,$30.16,0.73,PE,Z3,Surge Products,10,,0,032664756832,,,,,,
TR5360BKS,SURGE RECP TR 20A 125V LED BK,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756344,,,,,,
TR5360BLS,SURGE RECP TR 20A 125V LED BL,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756351,,,,,,
TR5360BS,SURGE RECP TR 20A 125V LED B,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756412,,,,,,
TR5360GYS,SURGE RECP TR 20A 125V LED GY,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756368,,,,,,
TR5360LAS,SURGE RECP TR 20A 125V LED LA,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756375,,,,,,
TR5360RDS,SURGE RECP TR 20A 125V LED RD,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756382,,,,,,
TR5360VS,SURGE RECP TR 20A 125V LED IV,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756399,,,,,,
TR5360WS,SURGE RECP TR 20A 125V LED WH,$43.98,$32.11,0.73,PE,Z3,Surge Products,10,,0,032664756405,,,,,,
TR5362A,TR RecDup 20A125V 2P3W ConstGrade B&S AL,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718502,,,,,,
TR5362B,TR RecDup 20A125V 2P3W ConstGrade B&S BR,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718526,,,,,,
TR5362BK,TR RecDup 20A125V 2P3W ConstGrade B&S BK,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718540,,,,,,
TR5362BKM,TR RecDup 20A125V 2P3W ConGrd B&S MOD BK,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718557,,,,,,
TR5362BKS,SURGE RECP TR 20A 125V LED & ALARM BK,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756849,,,,,,
TR5362BLS,SURGE RECP TR 20A 125V LED & ALARM BL,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756856,,,,,,
TR5362BM,TR RecDup 20A125V 2P3W ConGrd B&S MOD BR,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718533,,,,,,
TR5362BS,SURGE RECP TR 20A 125V LED & ALARM B,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756917,,,,,,
TR5362CDB,Rec Dup TR 20A125V2P3W ControlDual BR,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744600,,,,,,
TR5362CDBK,Rec Dup TR 20A125V2P3W ControlDual BK,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744617,,,,,,
TR5362CDBKM,Rec Dup TR 20A125V2P3W CtrlDual BK Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766756,,,,,,
TR5362CDBM,Rec Dup TR 20A125V2P3W CtrlDual BR Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766763,,,,,,
TR5362CDGN,Rec Dup TR 20A125V2P3W ControlDual GN,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664760662,,,,,,
TR5362CDGNM,Rec Dup TR 20A125V2P3W CtrlDual GN Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766770,,,,,,
TR5362CDGY,Rec Dup TR 20A125V2P3W ControlDual GY,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744624,,,,,,
TR5362CDGYM,Rec Dup TR 20A125V2P3W CtrlDual GY Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766787,,,,,,
TR5362CDLA,Rec Dup TR 20A125V2P3W ControlDual LA,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744631,,,,,,
TR5362CDLAM,Rec Dup TR 20A125V2P3W CtrlDual LA Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766794,,,,,,
TR5362CDRD,Rec Dup TR 20A125V2P3W ControlDual RD,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744648,,,,,,
TR5362CDRDM,Rec Dup TR 20A125V2P3W CtrlDual RD Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766800,,,,,,
TR5362CDV,Rec Dup TR 20A125V2P3W ControlDual IV,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744655,,,,,,
TR5362CDVM,Rec Dup TR 20A125V2P3W CtrlDual IV Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766817,,,,,,
TR5362CDW,Rec Dup TR 20A125V2P3W ControlDual WH,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744662,,,,,,
TR5362CDWM,Rec Dup TR 20A125V2P3W CtrlDual WH Mod,$19.23,$13.08,0.68,PE,WU,Commercial Receptacles,20,,0,032664766824,,,,,,
TR5362CHB,Rec Dup TR 20A125V2P3W ControlHalf BR,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744679,,,,,,
TR5362CHBK,Rec Dup TR 20A125V2P3W ControlHalf BK,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744686,,,,,,
TR5362CHGN,Rec Dup TR 20A125V2P3W ControlHalf GN,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664760709,,,,,,
TR5362CHGY,Rec Dup TR 20A125V2P3W ControlHalf GY,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744693,,,,,,
TR5362CHLA,Rec Dup TR 20A125V2P3W ControlHalf LA,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744709,,,,,,
TR5362CHRD,Rec Dup TR 20A125V2P3W ControlHalf RD,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744716,,,,,,
TR5362CHV,Rec Dup TR 20A125V2P3W ControlHalf IV,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744723,,,,,,
TR5362CHW,Rec Dup TR 20A125V2P3W ControlHalf WH,$9.36,$6.36,0.68,PE,WU,Commercial Receptacles,10,,0,032664744730,,,,,,
TR5362GY,TR RecDup 20A125V 2P3W ConstGrade B&S GY,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718564,,,,,,
TR5362GYM,TR RecDup 20A125V 2P3W ConGrd B&S MOD GY,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718571,,,,,,
TR5362GYS,SURGE RECP TR 20A 125V LED & ALARM GY,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756863,,,,,,
TR5362LA,TR RecDup 20A125V 2P3W ConstGrade B&S LA,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718588,,,,,,
TR5362LAM,TR RecDup 20A125V 2P3W ConGrd B&S MOD LA,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718595,,,,,,
TR5362LAS,SURGE RECP TR 20A 125V LED & ALARM LA,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756870,,,,,,
TR5362RD,TR RecDup 20A125V 2P3W ConstGrade B&S RD,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718601,,,,,,
TR5362RDM,TR RecDup 20A125V 2P3W ConGrd B&S MOD RD,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718618,,,,,,
TR5362RDS,SURGE RECP TR 20A 125V LED & ALARM RD,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756887,,,,,,
TR5362V,TR RecDup 20A125V 2P3W ConstGrade B&S IV,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718625,,,,,,
TR5362VM,TR RecDup 20A125V 2P3W ConstGradeB&S_MOD,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718304,,,,,,
TR5362VS,SURGE RECP TR 20A 125V LED & ALARM IV,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756894,,,,,,
TR5362W,TR RecDup 20A125V 2P3W ConstGrade B&S WH,$8.88,$6.04,0.68,PE,WU,Commercial Receptacles,50,10,0,032664718632,,,,,,
TR5362WM,TR RecDup 20A125V 2P3W ConGrd B&S MOD WH,$15.49,$10.53,0.68,PE,WU,Commercial Receptacles,20,,0,032664718649,,,,,,
TR5362WS,SURGE RECP TR 20A 125V LED & ALARM WH,$50.66,$36.98,0.73,PE,Z3,Surge Products,10,,0,032664756900,,,,,,
TR5797,TR Fl Box Assy Sgl Rec 15A125V2P3W Brass,$48.67,$46.24,0.95,PE,WD,Residential Receptacles,10,,10,032664726040,,,,,,
TR6250B-BOX,Recp TR Deco Sgl 15A125V 2P3W B/Swire BR,$6.58,$6.25,0.95,PE,Z0,Receptacles,10,,0,032664665349,,,,,,
TR6250BK-BOX,Recp TR Deco Sgl 15A125V 2P3W B/Swire BK,$6.58,$6.25,0.95,PE,Z0,Receptacles,10,,0,032664665356,,,,,,
TR6250V-BOX,Recp TR Deco Sgl 15A125V 2P3W B/Swire IV,$6.58,$6.25,0.95,PE,Z0,Receptacles,10,,0,032664665387,,,,,,
TR6250W-BOX,Recp TR Deco Sgl 15A125V 2P3W B/Swire WH,$6.58,$6.25,0.95,PE,Z0,Receptacles,10,,0,032664665394,,,,,,
TR6252CDGN,Rec Dup TR 15A125V2P3W ControlDual GN,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664760679,,,,,,
TR6252CDLA,Rec Dup TR 15A125V2P3W ControlDual LA,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664744860,,,,,,
TR6252CDV,Rec Dup TR 15A125V2P3W ControlDual IV,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664744877,,,,,,
TR6252CDW,Rec Dup TR 15A125V2P3W ControlDual WH,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664744884,,,,,,
TR6252CHLA,Rec Dup TR 15A125V2P3W ControlHalf LA,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664744891,,,,,,
TR6252CHV,Rec Dup TR 15A125V2P3W ControlHalf IV,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664744907,,,,,,
TR6252CHW,Rec Dup TR 15A125V2P3W ControlHalf WH,$9.24,$8.78,0.95,PE,Z0,Receptacles,10,,0,032664744914,,,,,,
TR6252GY-BOX,Recp TR Deco Dup 15A125V 2P3W B/Swire GY,$5.75,$5.46,0.95,PE,Z0,Receptacles,100,10,0,032664668432,,,,,,
TR6252LA-BOX,Recp TR Deco Dup 15A125V 2P3W B/Swire LA,$5.75,$5.46,0.95,PE,Z0,Receptacles,100,10,0,032664668449,,,,,,
TR6252V-BOX,Recp TR Deco Dup 15A125V 2P3W B/Swire IV,$5.75,$5.46,0.95,PE,Z0,Receptacles,100,10,0,032664668456,,,,,,
TR6252W-BOX,Recp TR Deco Dup 15A125V 2P3W B/Swire WH,$5.75,$5.46,0.95,PE,Z0,Receptacles,100,10,0,032664668463,,,,,,
TR6252W-STRXZGBU,"TR Dec Dup 15A WH, Str Ld, NO EAR,SCR,GR",$228.34,$216.92,0.95,PE,Z0,Receptacles,1,,11,032664760839,,,,,,
TR6252WM,Recp TR Deco Dup 15A125V 2P3W B/Swire WH,$9.32,$8.85,0.95,PE,Z0,Receptacles,20,,0,032664739804,,,,,,
TR6350LA-BOX,Recp TR Deco Sgl 20A125V 2P3W B/Swire LA,$7.89,$7.50,0.95,PE,Z0,Receptacles,10,,10,032664668517,,,,,,
TR6350V-BOX,Recp TR Deco Sgl 20A125V 2P3W B/Swire IV,$7.89,$7.50,0.95,PE,Z0,Receptacles,10,,0,032664668524,,,,,,
TR6350W-BOX,Recp TR Deco Sgl 20A125V 2P3W B/Swire WH,$7.89,$7.50,0.95,PE,Z0,Receptacles,10,,0,032664668531,,,,,,
TR6350W-STRXZGBU,"TR Dec Sgl 20A WH, Str Ld, NO EAR,SCR,GR",$242.05,$229.95,0.95,PE,Z0,Receptacles,1,,11,032664760822,,,,,,
TR6352A-BOX,"RECEP, DEC, DUP, 20A-125V, TR, ALMOND",$6.73,$6.39,0.95,PE,Z0,Receptacles,,10,,032664668548,,,,,,
TR6352B-BOX,"RECEP, DEC, DUP, 20A-125V, TR, BROWN",$6.73,$6.39,0.95,PE,Z0,Receptacles,,10,,032664668555,,,,,,
TR6352BK-BOX,Recp TR Deco Dup 20A125V 2P3W B/Swire BK,$6.73,$6.39,0.95,PE,Z0,Receptacles,,10,,032664668562,,,,,,
TR6352CDA,Rec Dup Deco 20A125V2P3W ControlDual AL,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745065,,,,,,
TR6352CDB,Rec Dup Deco 20A125V2P3W ControlDual WN,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745072,,,,,,
TR6352CDBK,Rec Dup TR 20A125V2P3W ControlDual BK,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745089,,,,,,
TR6352CDBKM,Rec Dup TR 20A125V2P3W CtrlDual BK Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766831,,,,,,
TR6352CDBM,Rec Dup Deco 20A125V2P3W CtrlDual BR Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766848,,,,,,
TR6352CDGN,Rec Dup TR 20A125V2P3W ControlDual GN,$10.88,$10.34,0.95,PE,Z0,Receptacles,100,,0,032664760686,,,,,,
TR6352CDGNM,Rec Dup TR 20A125V2P3W CtrlDual GN Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766855,,,,,,
TR6352CDGY,Rec Dup TR 20A125V2P3W ControlDual GY,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745096,,,,,,
TR6352CDGYM,Rec Dup TR 20A125V2P3W CtrlDual GY Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766862,,,,,,
TR6352CDLA,Rec Dup TR 20A125V2P3W ControlDual LA,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745102,,,,,,
TR6352CDLAM,Rec Dup TR 20A125V2P3W CtrlDual LA Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766879,,,,,,
TR6352CDV,Rec Dup TR 20A125V2P3W ControlDual IV,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745119,,,,,,
TR6352CDVM,Rec Dup TR 20A125V2P3W CtrlDual IV Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766886,,,,,,
TR6352CDW,Rec Dup TR 20A125V2P3W ControlDual WH,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745126,,,,,,
TR6352CDWM,Rec Dup TR 20A125V2P3W CtrlDual WH Mod,$22.96,$21.81,0.95,PE,Z0,Receptacles,20,,0,032664766893,,,,,,
TR6352CHA,Rec Dup Deco 20A125V2P3W ControlHalf AL,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745133,,,,,,
TR6352CHB,Rec Dup Deco 20A125V2P3W ControlHalf WN,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745140,,,,,,
TR6352CHBK,Rec Dup TR 20A125V2P3W ControlHalf BK,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745157,,,,,,
TR6352CHGY,Rec Dup TR 20A125V2P3W ControlHalf GY,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745164,,,,,,
TR6352CHLA,Rec Dup TR 20A125V2P3W ControlHalf LA,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745171,,,,,,
TR6352CHV,Rec Dup TR 20A125V2P3W ControlHalf IV,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745188,,,,,,
TR6352CHW,Rec Dup TR 20A125V2P3W ControlHalf WH,$10.88,$10.34,0.95,PE,Z0,Receptacles,10,,0,032664745195,,,,,,
TR6352GY-BOX,"RECEP, DEC, DUP, 20A-125V, TR, GRAY",$6.73,$6.39,0.95,PE,Z0,Receptacles,100,10,0,032664668579,,,,,,
TR6352LA-BOX,"RECEP, DEC, DUP, 20A-125V, TR, LA",$6.73,$6.39,0.95,PE,Z0,Receptacles,,10,,032664668586,,,,,,
TR6352V-BOX,"RECEP, DEC, DUP, 20A-125V, TR, IVORY",$6.73,$6.39,0.95,PE,Z0,Receptacles,,10,,032664668593,,,,,,
TR6352W-BOX,"RECEP, DEC, DUP, 20A-125V, TR, WHITE",$6.73,$6.39,0.95,PE,Z0,Receptacles,100,10,0,032664668609,,,,,,
TR6352WM,"TAMP RESIST, 20A DUPLEX REC (WHITE)",$9.32,$8.85,0.95,PE,Z0,Receptacles,20,,0,032664731051,,,,,,
TR7730A,Swi/TR Deco Comb SP/Grd Recp 15A125V AL,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722455,,,,,,
TR7730BK,Swi/TR Deco Comb SP/Grd Recp 15A125V BK,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664750274,,,,,,
TR7730BK-SP-L,Swi/TR Deco Comb SP/Grd Recp 15A125V BK,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,6,,0,032664722462,,,,,,
TR7730LA-SP-L,Swi/TR Deco Comb SP/Grd Recp 15A125V LA,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,6,,0,032664722479,,,,,,
TR7730V,Swi/TR Deco Comb SP/Grd Recp 15A125V IV,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722493,,,,,,
TR7730W,Swi/TR Deco Comb SP/Grd Recp 15A 25V  WH,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,10,,20,032664750281,,,,,,
TR7730W-SP-L,Swi/TR Deco Comb SP/Grd Recp 15A 25V  WH,$10.15,$6.50,0.64,PE,WI,SW/RC Combo Devices,6,,0,032664722509,,,,,,
TR7734LA-BOX,"DPX RECP/NightLite Combo 15A 125V TR, LA",$11.96,$11.36,0.95,PE,,,6,,0,032664004216,,,,,,
TR7734LA-KB-L,"DPX RECP/NightLite Combo 15A 125V TR, LA",$14.04,$13.34,0.95,PE,,,4,,0,032664004223,,,,,,
TR7734W-BOX,"DPX RECP/NightLite Combo 15A 125V TR, W",$11.96,$11.36,0.95,PE,,,6,,0,032664004254,,,,,,
