Complete Price Report,"August 01, 2022",,,,,,,,,,,,,,,,
Customer Name,M & M ELECTRICAL SUPPLY COMPANY INC,,,,,,,,,,,,,,,,
"City, State","NASHUA, NH",,,,,,,,,,,,,,,,
Customer Account Number,23485,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CATALOG NUMBER,MATERIAL DESC,LIST PRICE,CUSTOMER PRICE,MULTIPLIER,UOM,MPG GRP,MPG Desc,STD PACK Q,UNIT WT IN,CARTON WT,UPC NUMBER,Special Nets,,,Lowes,,
SUL06P-B,"Univer All Load Slide Dimmer, Brown",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664759529,,,,,,
SUL06P-B-KB-L,"Univer All Load Dimmer, Light Almond",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664759581,,,,,,
SUL06P-BK,"Univer All Load Slide Dimmer, Black",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664759536,,,,,,
SUL06P-BK-KB-L,"Univer All Load Slide Dimmer, BK",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664759598,,,,,,
SUL06P-C2,UNIV SLIDE DIMMER W/ PRESET W/V/LA,$22.78,$17.09,0.75,PE,Z9,Dimmers/Lighting Controls,6,,0,032664769092,,,,,,
SUL06P-C7,UNIV SLIDE DIMMER W/ PRESET B/GY/BK,$22.78,$17.09,0.75,PE,Z9,Dimmers/Lighting Controls,6,,0,032664769108,,,,,,
SUL06P-GY,"Univer All Load Slide Dimmer, Gray",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664759543,,,,,,
SUL06P-GY-KB-L,"Univer All Load Slide Dimmer, GY",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664759604,,,,,,
SUL06P-LA,"Univer All Load Slide Dimmer, LA",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664759550,,,,,,
SUL06P-LA-KB-L,"Univer All Load Slide Dimmer, LA",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664759611,,,,,,
SUL06P-V,"Univer All Load Slide Dimmer, Ivory",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664759567,,,,,,
SUL06P-V-KB-L,"Univer All Load Slide Dimmer, V",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664759628,,,,,,
SUL06P-W,"Univ Slide Dimmer, White Box",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664759574,,,,,,
SUL06P-W-2KB-L,"Univer All Load Dimmer, White",$56.45,$42.34,0.75,PE,Z9,Dimmers/Lighting Controls,5,,5,032664759642,,,,,,
SUL06P-W-HALOGF2,UNIVER ALL LOAD DIM GRAVITY FEED-WHITE,$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,6,,0,032664759659,,,,,,
SUL06P-W-KB-L,"Univer All Load Dimmer 2-Pack, White",$28.23,$21.17,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664759635,,,,,,
SUT7-BK,"120/277V TRIAC based universal dimmer,BK",$30.46,$22.85,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664748585,,,,,,
SUT7-GY,"120/277V TRIAC based universal dimmer,GY",$30.46,$22.85,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664748592,,,,,,
SUT7-LA,"120/277V TRIAC based universal dimmer,LA",$30.46,$22.85,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664748608,,,,,,
SUT7-V,"120/277V TRIAC based universal dimmer,V",$30.46,$22.85,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664748615,,,,,,
SUT7-W,"120/277V TRIAC based universal dimmer, W",$30.46,$22.85,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664748622,,,,,,
TC124,"DustTight Grip 0.22-0.32"" 1/2""NPT NoIns",$24.51,$9.80,0.40,PE,XK,Wire Mesh Grips,10,,0,040893646435,,,,,,
TC132,"DustTight Grip 0.30-0.43"" 1/2""NPT NoIns",$24.97,$9.99,0.40,PE,XK,Wire Mesh Grips,100,,0,040893646442,,,,,,
TC143,"DustTight Grip 0.40-0.54"" 1/2""NPT NoIns",$25.84,$10.34,0.40,PE,XK,Wire Mesh Grips,100,10,0,040893646459,,,,,,
TC254,"DustTight Grip 0.52-0.73"" 3/4""NPT NoIns",$26.58,$10.63,0.40,PE,XK,Wire Mesh Grips,90,,0,040893646466,,,,,,
TC373,"DustTight Grip 0.70-0.97"" 1""NPT NoIns",$40.30,$16.12,0.40,PE,XK,Wire Mesh Grips,50,,0,040893646473,,,,,,
TC497,"DustTight Grip 0.94-1.25"" 1.25""NPT NoIns",$49.55,$19.82,0.40,PE,XK,Wire Mesh Grips,65,,0,040893646480,,,,,,
TCI124,"DustTight Grip 0.22-0.32"" 1/2""NPT Ins",$24.51,$9.80,0.40,PE,XK,Wire Mesh Grips,100,,0,040893646497,,,,,,
TCI132,"DustTight Grip 0.30-0.43"" 1/2""NPT Ins",$24.97,$9.99,0.40,PE,XK,Wire Mesh Grips,100,,0,040893646503,,,,,,
TCI143,"DustTight Grip 0.40-0.54"" 1/2""NPT Ins",$25.84,$10.34,0.40,PE,XK,Wire Mesh Grips,50,,0,040893646510,,,,,,
TCI254,"DustTight Grip 0.52-0.73"" 3/4""NPT Ins",$27.67,$11.07,0.40,PE,XK,Wire Mesh Grips,100,,0,040893646527,,,,,,
TCI373,"DustTight Grip 0.70-0.97"" 1""NPT Ins",$40.30,$16.12,0.40,PE,XK,Wire Mesh Grips,90,,0,040893646534,,,,,,
TCI497,"DustTight Grip 0.94-1.25"" 1.25""NPT Ins",$47.54,$19.02,0.40,PE,XK,Wire Mesh Grips,63,,0,040893646541,,,,,,
TCI5125,"DustTight Grip 1.20-1.50"" 1.50""NPT Ins",$85.21,$34.08,0.40,PE,XK,Wire Mesh Grips,65,,0,040893646558,,,,,,
TCI6150,"DustTight Grip 1.40-1.75"" 2""NPT Ins",$112.42,$44.97,0.40,PE,XK,Wire Mesh Grips,65,,65,040893646565,,,,,,
TCI7170,"DustTight Grip 1.62-2.00"" 2.5""NPT Ins",$157.49,$63.00,0.40,PE,XK,Wire Mesh Grips,10,,10,040893646572,,,,,,
TCI7200,"DustTight Grip 2.00-2.45"" 2.5""NPT Ins",$173.22,$69.29,0.40,PE,XK,Wire Mesh Grips,10,,10,040893646589,,,,,,
TCK3-A,Color Change Kit for TAL06P-Almond,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,10,,0,032664749049,,,,,,
TCK3-B,Color Change Kit for TAL06P-Brown,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,10,,0,032664749056,,,,,,
TCK3-BK,Color Change Kit for TAL06P-Black,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,10,,0,032664749063,,,,,,
TCK3-GY,COLOR CHANGE KIT FOR TAL06P-GRAY,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,,,,032664749070,,,,,,
TCK3-LA,Color Change Kit for TAL06P-Light Almond,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,10,,0,032664749087,,,,,,
TCK3-V,COLOR CHANGE KIT FOR TAL06P-IVORY,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,10,,0,032664749094,,,,,,
TCK3-W,Color Change Kit for TAL06P-White,$1.24,$1.18,0.95,PE,U8,Electrical Accessories,10,,0,032664749100,,,,,,
TFS15P1-C2,"FS Toggle SP 5A 120V (LA, WH, V)",$16.06,$12.05,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664755118,,,,,,
TFS5-A,Fan Control Toggle Variable SP 5A120V AL,$17.45,$13.09,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664711350,,,,,,
TFS5-LA,Fan Control Toggle Variable SP 5A120V LA,$17.45,$13.09,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706622,,,,,,
TFS5-V,Fan Control Toggle Variable SP 5A120V IV,$17.45,$13.09,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706639,,,,,,
TFS5-V-K,Fan Control Toggle Variable SP 5A120V IV,$17.45,$13.09,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702259,,,,,,
TFS5-W,Fan Control Toggle Variable SP 5A120V WH,$17.45,$13.09,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706646,,,,,,
TFS5-W-K,Fan Control Toggle Variable SP 5A120V WH,$17.45,$13.09,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702266,,,,,,
TI061-A,Dimmer Toggle SP/3W 600W 120V AL,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664699313,,,,,,
TI061-A-K-L,Dimmer Toggle SP 600W 120V AL,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702679,,,,,,
TI061-B,Dimmer Toggle SP/3W 600W 120V BR,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,100,032664713231,,,,,,
TI061-B-K,Dimmer Toggle SP 600W 120V B,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664712883,,,,,,
TI061-BK,Dimmer Toggle SP/3W 600W 120V BK,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,100,032664713248,,,,,,
TI061-BK-K,Dimmer Toggle SP 600W 120V BK,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664712890,,,,,,
TI061-LA,Dimmer Toggle SP/3W 600W 120V LA,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664699320,,,,,,
TI061-V,Dimmer Toggle SP/3W 600W 120V IV,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664699351,,,,,,
TI061-V-K-L,Dimmer Toggle SP 600W 120V IV,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664699368,,,,,,
TI061-W,Dimmer Toggle SP/3W 600W 120V WH,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,100,,0,032664699375,,,,,,
TI061-W-K-L,Dimmer Toggle SP 600W 120V WH,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664699382,,,,,,
TI061L,Dimmer Toggle LT SP/3W 600W 120V CL,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664699337,,,,,,
TI061L-K,Dimmer Toggle LT SP 600W 120V CL,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664699344,,,,,,
TI306-B-K,Dimmer Toggle 3Way 600W 120V BR,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664712906,,,,,,
TI306-BK-K,Dimmer Toggle 3Way 600W 120V BK,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664712913,,,,,,
TI306-W-K-L,Dimmer Toggle 3Way 600W 120V WH,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664699467,,,,,,
TI306L-K,Dimmer Toggle LT 3Way 600W 120V CL,$18.32,$13.74,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664699429,,,,,,
TI3101-A,Dimmer Toggle SP/3Way 1000W 120V AL,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,10,,0,032664711367,,,,,,
TI3101-A-K,Dimmer Toggle SP/3Way 1000W 120V AL,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702303,,,,,,
TI3101-B,Dimmer Toggle SP/3Way 1000W 120V BR,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,100,032664713286,,,,,,
TI3101-B-K,Dimmer Toggle SP/3Way 1000W 120V BR,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664712920,,,,,,
TI3101-BK,Dimmer Toggle SP/3Way 1000W 120V BK,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,100,032664713293,,,,,,
TI3101-BK-K,Dimmer Toggle SP/3Way 1000W 120V BK,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664712937,,,,,,
TI3101-LA,Dimmer Toggle SP/3Way 1000W 120V LA,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706592,,,,,,
TI3101-LA-K,Dimmer Toggle SP/3Way 1000W 120V AL,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,60,5,60,032664719189,,,,,,
TI3101-V,Dimmer Toggle SP/3Way 1000W 120V IV,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706608,,,,,,
TI3101-V-K,Dimmer Toggle SP/3Way 1000W 120V IV,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702327,,,,,,
TI3101-W,Dimmer Toggle SP/3Way 1000W 120V WH,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706615,,,,,,
TI3101-W-K,Dimmer Toggle SP/3Way 1000W 120V WH,$20.14,$15.11,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702334,,,,,,
TI3101L,Dimmer Toggle LT SP/3Way 1000W 120V CL,$21.14,$15.86,0.75,PE,Z9,Dimmers/Lighting Controls,100,10,0,032664706585,,,,,,
TI3101L-K,Dimmer Toggle LT SP/3Way 1000W 120V CL,$21.14,$15.86,0.75,PE,Z9,Dimmers/Lighting Controls,5,,0,032664702310,,,,,,
TR1107-9A,Recp TR Deco Dup 15A125V 2P3W AutoGrd AL,$3.53,$3.35,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664667275,,,,,,
TR1107-9B,Recp TR Deco Dup 15A125V 2P3W AutoGrd BR,$3.53,$3.35,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664725760,,,,,,
TR1107-9BK,Recp TR Deco Dup 15A125V 2P3W AutoGrd BK,$3.53,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666384,,,,,,
TR1107-9BK-L,Recp TR Deco Dup 15A125V 2P3W AutoGrd BK,$3.53,$3.35,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664665066,,,,,,
TR1107-9LA,Recp TR Deco Dup 15A125V 2P3W AutoGrd LA,$3.53,$2.62,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666391,,,,,,
TR1107-9V,"REC. W/E-Z GRD, R3, CORE PACK, T. RESIST",$3.53,$3.35,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664725777,,,,,,
TR1107-9W,Recp TR Deco Dup 15A125V 2P3W AutoGrd WH,$3.53,$2.62,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666407,,,,,,
TR1107A,Recp TR Deco Duplex 15A 125V 2P3W AL,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666414,,,,,,
TR1107A-BOX,Recp TR Deco Duplex 15A 125V 2P3W AL,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664665103,,,,,,
TR1107A-SP-L,Recp TR Deco Duplex 15A 125V 2P3W AL,$3.21,$3.05,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664720390,,,,,,
TR1107B-BOX,Recp TR Deco Duplex 15A 125V 2P3W BR,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664752490,,,,,,
TR1107B-SP-L,Recp TR Deco Duplex 15A 125V 2P3W BR,$3.21,$3.05,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664665110,,,,,,
TR1107BKBXSP,"GROUNDING RECEPT, BLACK, TR, CAN",$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664673702,,,,,,
TR1107GY-BOX,Recp TR Deco Duplex 15A 125V 2P3W GY,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664665127,,,,,,
TR1107LA,Recp TR Deco Duplex 15A 125V 2P3W LA,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666421,,,,,,
TR1107LA-10-L,Recp TR DecoDuplex 15A 125V 2P3W LA 10PK,$28.86,$27.42,0.95,PE,WO,Residential Decorator Receptacles,5,,5,032664749896,,,,,,
TR1107LA-BOX,Recp TR Deco Duplex 15A 125V 2P3W LA,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664665141,,,,,,
TR1107LA-SP-L,Recp TR Deco Duplex 15A 125V 2P3W LA,$3.21,$3.05,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664720406,,,,,,
TR1107RB-SP-L,Recp TR Deco Duplex 15A 125V 2P3W RB,$4.00,$3.80,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664745256,,,,,,
TR1107SG-SP-L,Recp TR Deco Duplex 15A 125V 2P3W SG,$4.00,$3.80,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664745249,,,,,,
TR1107V,Recp TR Deco Duplex 15A 125V 2P3W IV,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666438,,,,,,
TR1107V-10-L,Recp TR DecoDuplex 15A 125V 2P3W IV 10PK,$28.86,$27.42,0.95,PE,WO,Residential Decorator Receptacles,5,,5,032664749902,,,,,,
TR1107V-BOX,Recp TR Deco Duplex 15A 125V 2P3W IV,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664752483,,,,,,
TR1107V-SP-L,Recp TR Deco Duplex 15A 125V 2P3W IV,$3.21,$3.05,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664665165,,,,,,
TR1107V10,Recp TR DecoDuplex 15A 125V 2P3W IV 10PK,$28.86,$27.42,0.95,PE,WO,Residential Decorator Receptacles,10,,0,032664702938,,,,,,
TR1107W,Recp TR Deco Duplex 15A 125V 2P3W WH,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,100,10,0,032664666445,,,,,,
TR1107W-10-L,Recp TR DecoDuplex 15A 125V 2P3W WH 10PK,$28.86,$27.42,0.95,PE,WO,Residential Decorator Receptacles,5,,5,032664749919,,,,,,
TR1107W-BOX,Recp TR Deco Duplex 15A 125V 2P3W WH,$3.21,$2.08,Net Price,PE,WO,Residential Decorator Receptacles,10,,0,032664665189,,,,,,
TR1107W10,Recp TR DecoDuplex 15A 125V 2P3W WH 10PK,$28.86,$27.42,0.95,PE,WO,Residential Decorator Receptacles,10,,10,032664702945,,,,,,
TR1307A-BOX,Recp TR Deco Duplex 20A 125V 2P3W  AL,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729621,,,,,,
TR1307B-BOX,Recp TR Deco Duplex 20A 125V 2P3W BR,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729638,,,,,,
TR1307BK-BOX,Recp TR Deco Duplex 20A 125V 2P3W BK,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729645,,,,,,
TR1307GY-BOX,Recp TR Deco Duplex 20A 125V 2P3W GY,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729652,,,,,,
TR1307LA-BOX,Recp TR Deco Duplex 20A 125V 2P3W LA,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729669,,,,,,
TR1307RB-SP-L,Recp TR Deco Duplex 20A 125V 2P3W RB,$4.20,$3.99,0.95,PE,WO,Residential Decorator Receptacles,80,10,80,032664752742,,,,,,
TR1307SG-SP-L,Recp TR Deco Duplex 20A 125V 2P3W SG,$4.20,$3.99,0.95,PE,WO,Residential Decorator Receptacles,80,10,80,032664752735,,,,,,
TR1307V-BOX,Recp TR Deco Duplex 20A 125V 2P3W V,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729676,,,,,,
TR1307W-BOX,Recp TR Deco Duplex 20A 125V 2P3W W,$3.36,$3.19,0.95,PE,WO,Residential Decorator Receptacles,100,10,0,032664729683,,,,,,
TR1877A-BXSP,Recp TR Single 20A 125V 2P3W Swire AL,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,22,,0,032664668340,,,,,,
TR1877B-BXSP,Recp TR Single 20A 125V 2P3W Swire BR,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,22,,0,032664668357,,,,,,
TR1877BKBXSP,Recp TR Single 20A 125V 2P3W Swire BK,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,22,,0,032664668364,,,,,,
TR1877LA-SP-L,Recp TR Single 20A 125V 2P3W Swire LA,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,10,,0,032664668371,,,,,,
TR1877LABXSP,Recp TR Single 20A 125V 2P3W Swire LA,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,22,,0,032664750212,,,,,,
TR1877V-BXSP,Recp TR Single 20A 125V 2P3W Swire IV,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,22,,0,032664750229,,,,,,
TR1877V-SP-L,Recp TR Single 20A 125V 2P3W Swire IV,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,10,,0,032664668388,,,,,,
TR1877W-BXSP,Recp TR Single 20A 125V 2P3W Swire WH,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,22,,0,032664750236,,,,,,
TR1877W-SP-L,Recp TR Single 20A 125V 2P3W Swire WH,$8.72,$5.93,0.68,PE,WU,Commercial Receptacles,10,,0,032664668395,,,,,,
TR270-9A,Recp TR Dup 15A 125V 2P3W Str AutoGrd AL,$2.04,$1.94,0.95,PE,WD,Residential Receptacles,100,10,0,032664667282,,,,,,
TR270-9B,"DUPLEX RECEPT,R3,CORE PACK",$2.04,$1.49,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666452,,,,,,
TR270-9LA,Recp TR Dup 15A 125V 2P3W Str AutoGrd LA,$2.04,$1.49,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666469,,,,,,
TR270-9V,Recp TR Dup 15A 125V 2P3W Str AutoGrd IV,$2.04,$1.49,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666476,,,,,,
TR270-9W,Recp TR Dup 15A 125V 2P3W Str AutoGrd WH,$2.04,$1.49,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666483,,,,,,
TR270A,Recp TR Duplex 15A 125V 2P3W Str AL,$1.85,$0.99,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666490,,,,,,
TR270A-BOX,Recp TR Duplex 15A 125V 2P3W Str AL,$1.85,$1.18,Net Price,PE,WD,Residential Receptacles,54,,0,032664665240,,,,,,
TR270B,Recp TR Duplex 15A 125V 2P3W Str BR,$1.85,$0.99,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666506,,,,,,
TR270B-BOX,Recp TR Duplex 15A 125V 2P3W Str BR,$1.85,$1.18,Net Price,PE,WD,Residential Receptacles,54,,0,032664665264,,,,,,
TR270B-SP-L,Recp TR Duplex 15A 125V 2P3W Str B,$1.85,$1.76,0.95,PE,WD,Residential Receptacles,40,,0,032664757105,,,,,,
TR270BK,Recp TR Duplex 15A 125V 2P3W Str BK,$1.85,$0.99,Net Price,PE,WD,Residential Receptacles,100,10,0,032664667299,,,,,,
TR270BK-SP-L,Recp TR Duplex 15A 125V 2P3W Str BK,$1.85,$1.76,0.95,PE,WD,Residential Receptacles,40,,0,032664752667,,,,,,
TR270LA,Recp TR Duplex 15A 125V 2P3W Str LA,$1.85,$0.99,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666513,,,,,,
TR270LA-10-L,Recp TR Duplex 15A 125V 2P3W Str LA 10PK,$16.63,$15.80,0.95,PE,WD,Residential Receptacles,10,,10,032664749933,,,,,,
TR270LA-BOX,Recp TR Duplex 15A 125V 2P3W Str LA,$1.85,$1.18,Net Price,PE,WD,Residential Receptacles,54,,0,032664665288,,,,,,
TR270LA-SP-L,Recp TR Duplex 15A 125V 2P3W Str LA,$1.85,$1.76,0.95,PE,WD,Residential Receptacles,40,,0,032664747212,,,,,,
TR270V,Recp TR Duplex 15A 125V 2P3W Str IV,$1.85,$0.99,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666520,,,,,,
TR270V-10-L,Recp TR Duplex 15A 125V 2P3W Str IV 10PK,$16.63,$15.80,0.95,PE,WD,Residential Receptacles,10,,10,032664749940,,,,,,
TR270V-BOX,Recp TR Duplex 15A 125V 2P3W Str IV,$1.85,$1.18,Net Price,PE,WD,Residential Receptacles,54,,0,032664665301,,,,,,
TR270V-SP-L,Recp TR Duplex 15A 125V 2P3W Str IV,$1.85,$1.76,0.95,PE,WD,Residential Receptacles,40,,0,032664747229,,,,,,
TR270V10,Recp TR Duplex 15A 125V 2P3W Str IV 10PK,$16.63,$15.80,0.95,PE,WD,Residential Receptacles,10,,10,032664702952,,,,,,
TR270W,Recp TR Duplex 15A 125V 2P3W Str WH,$1.85,$0.99,Net Price,PE,WD,Residential Receptacles,100,10,0,032664666537,,,,,,
TR270W-10-L,Recp TR Duplex 15A 125V 2P3W Str WH 10PK,$16.63,$15.80,0.95,PE,WD,Residential Receptacles,10,,10,032664749957,,,,,,
TR270W-BOX,Recp TR Duplex 15A 125V 2P3W Str WH,$1.85,$1.18,Net Price,PE,WD,Residential Receptacles,54,,0,032664665325,,,,,,
TR270W10,Recp TR Duplex 15A 125V 2P3W Str WH 10PK,$16.63,$15.80,0.95,PE,WD,Residential Receptacles,10,,10,032664702969,,,,,,
TR274A,Sw/TR Dup Comb SP/Grd Recp 15A 125V AL,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,80,10,0,032664722240,,,,,,
TR274B,Sw/TR Dup Comb SP/Grd Recp 15A 125V BR,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,80,10,0,032664722257,,,,,,
TR274BK,Sw/TR Dup Comb SP/Grd Recp 15A 125V BK,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,80,10,0,032664722264,,,,,,
TR274LA,Sw/TR Dup Comb SP/Grd Recp 15A 125V LA,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,80,10,0,032664750243,,,,,,
TR274LA-SP-L,Sw/TR Dup Comb SP/Grd Recp 15A 125V LA,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722271,,,,,,
TR274V,Sw/TR Dup Comb SP/Grd Recp 15A 125V IV,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,80,10,0,032664750250,,,,,,
TR274V-SP-L,Sw/TR Dup Comb SP/Grd Recp 15A 125V IV,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722295,,,,,,
TR274W,Sw/TR Dup Comb SP/Grd Recp 15A 125V WH,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,80,10,0,032664750267,,,,,,
TR274W-SP-L,Sw/TR Dup Comb SP/Grd Recp 15A 125V WH,$9.85,$6.30,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722318,,,,,,
TR291A,Sw/TR Dup Comb SP/Grd Recp 20A 125V AL,$10.83,$6.93,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722332,,,,,,
TR291B,Sw/TR Dup Comb SP/Grd Recp 20A 125V BR,$10.83,$6.93,0.64,PE,WI,SW/RC Combo Devices,10,,0,032664722349,,,,,,
